caption_id,scene_id,record_id,start_seconds,end_seconds,summary_en,summary_zh,product_name,catalog_product_class,visible_components_json,visible_actions_json,visible_states_json,safety_or_warning_text_json,uncertainty,caption_text,model,model_revision,prompt_version,frame_paths_json,review_status
airfryer-002-scene-0011-vlm-0001,airfryer-002-scene-0011,airfryer-002,283.851,328.095,A hand uses red tongs to remove golden-brown baked pastries from an air fryer basket and places them onto a white plate. Powdered sugar is then sifted over the pastries.,一只手用红色夹子将金黄色的烘焙点心从空气炸锅篮中取出，放在白色盘子上，然后筛上糖粉。,Air Fryer,Air Fryer,"[""air fryer basket"",""red placemat"",""white plate"",""fork"",""sifter"",""watch""]","[""removing pastries with tongs"",""placing pastries on plate"",""sifting powdered sugar""]","[""pastries are golden-brown"",""pastries are dusted with powdered sugar""]",[],The specific brand or model of the air fryer is not visible. The exact type of pastry or filling is not clearly identifiable.,"Visual summary: A hand uses red tongs to remove golden-brown baked pastries from an air fryer basket and places them onto a white plate. Powdered sugar is then sifted over the pastries.
视觉摘要: 一只手用红色夹子将金黄色的烘焙点心从空气炸锅篮中取出，放在白色盘子上，然后筛上糖粉。
Visible product: Air Fryer
Visible components: air fryer basket; red placemat; white plate; fork; sifter; watch
Visible actions: removing pastries with tongs; placing pastries on plate; sifting powdered sugar
Visible states: pastries are golden-brown; pastries are dusted with powdered sugar
Visual uncertainty: The specific brand or model of the air fryer is not visible. The exact type of pastry or filling is not clearly identifiable.",Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,catalog-grounded-visible-scene-json-v2,"[""data_video/vlm_frames/airfryer-002-scene-0011/frame_01.jpg"",""data_video/vlm_frames/airfryer-002-scene-0011/frame_02.jpg"",""data_video/vlm_frames/airfryer-002-scene-0011/frame_03.jpg""]",pending
airfryer-002-scene-0012-vlm-0001,airfryer-002-scene-0012,airfryer-002,328.095,337.137,"A man in a blue apron is dusting pastries with powdered sugar in a kitchen, with an air fryer and packaged ingredients on the counter.",一名穿着蓝色围裙的男子正在厨房里往糕点上撒糖粉，旁边放着空气炸锅和包装好的食材。,Air Fryer,Air Fryer,"[""air fryer"",""powdered sugar container"",""puff pastry sheets box"",""OREO cookies package"",""red cutting board"",""pastry"",""chef's apron"",""glasses"",""watch""]","[""sprinkling powdered sugar"",""pointing with hand"",""cutting pastry with knife""]","[""pastry covered in powdered sugar"",""pastry being cut""]",[],,"Visual summary: A man in a blue apron is dusting pastries with powdered sugar in a kitchen, with an air fryer and packaged ingredients on the counter.
视觉摘要: 一名穿着蓝色围裙的男子正在厨房里往糕点上撒糖粉，旁边放着空气炸锅和包装好的食材。
Visible product: Air Fryer
Visible components: air fryer; powdered sugar container; puff pastry sheets box; OREO cookies package; red cutting board; pastry; chef's apron; glasses; watch
Visible actions: sprinkling powdered sugar; pointing with hand; cutting pastry with knife
Visible states: pastry covered in powdered sugar; pastry being cut",Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,catalog-grounded-visible-scene-json-v2,"[""data_video/vlm_frames/airfryer-002-scene-0012/frame_01.jpg"",""data_video/vlm_frames/airfryer-002-scene-0012/frame_02.jpg"",""data_video/vlm_frames/airfryer-002-scene-0012/frame_03.jpg""]",pending
airfryer-002-scene-0013-vlm-0001,airfryer-002-scene-0013,airfryer-002,337.137,345.145,"A person is cutting into and holding up a small, powdered pastry on a plate, revealing a dark filling inside.",一个人正在切开并拿着一个撒有糖粉的小点心，露出里面的深色馅料。,unknown,Air Fryer,"[""plate"",""pastry"",""fork"",""hand"",""red placemat"",""wooden surface""]","[""cutting pastry"",""holding pastry"",""lifting pastry""]","[""pastry dusted with powdered sugar"",""pastry cut open"",""filling visible inside pastry""]",[],The specific product being demonstrated is not identifiable as an air fryer or any other device. The context does not show an air fryer or its use.,"Visual summary: A person is cutting into and holding up a small, powdered pastry on a plate, revealing a dark filling inside.
视觉摘要: 一个人正在切开并拿着一个撒有糖粉的小点心，露出里面的深色馅料。
Visible product: unknown
Visible components: plate; pastry; fork; hand; red placemat; wooden surface
Visible actions: cutting pastry; holding pastry; lifting pastry
Visible states: pastry dusted with powdered sugar; pastry cut open; filling visible inside pastry
Visual uncertainty: The specific product being demonstrated is not identifiable as an air fryer or any other device. The context does not show an air fryer or its use.",Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,catalog-grounded-visible-scene-json-v2,"[""data_video/vlm_frames/airfryer-002-scene-0013/frame_01.jpg"",""data_video/vlm_frames/airfryer-002-scene-0013/frame_02.jpg"",""data_video/vlm_frames/airfryer-002-scene-0013/frame_03.jpg""]",pending
airfryer-002-scene-0014-vlm-0001,airfryer-002-scene-0014,airfryer-002,345.145,357.840,"A man in a blue apron stands in a kitchen, holding a pastry and presenting it to the camera. On the counter in front of him are several pastries on a plate, a container of powdered sugar, and a black air fryer. To his right are boxes of puff pastry sheets and Oreo cookies.",一名穿着蓝色围裙的男子站在厨房里，手里拿着一个糕点并展示给镜头。他面前的桌子上放着一盘糕点、一罐糖粉和一个黑色空气炸锅。他右侧有盒装的千层酥皮和奥利奥饼干。,Air Fryer,Air Fryer,"[""black air fryer"",""box of puff pastry sheets"",""box of Oreo cookies"",""container of powdered sugar"",""plate with pastries"",""blue apron with text"",""glasses"",""watch""]","[""man holding a pastry"",""man looking at camera""]",[],[],,"Visual summary: A man in a blue apron stands in a kitchen, holding a pastry and presenting it to the camera. On the counter in front of him are several pastries on a plate, a container of powdered sugar, and a black air fryer. To his right are boxes of puff pastry sheets and Oreo cookies.
视觉摘要: 一名穿着蓝色围裙的男子站在厨房里，手里拿着一个糕点并展示给镜头。他面前的桌子上放着一盘糕点、一罐糖粉和一个黑色空气炸锅。他右侧有盒装的千层酥皮和奥利奥饼干。
Visible product: Air Fryer
Visible components: black air fryer; box of puff pastry sheets; box of Oreo cookies; container of powdered sugar; plate with pastries; blue apron with text; glasses; watch
Visible actions: man holding a pastry; man looking at camera",Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,catalog-grounded-visible-scene-json-v2,"[""data_video/vlm_frames/airfryer-002-scene-0014/frame_01.jpg"",""data_video/vlm_frames/airfryer-002-scene-0014/frame_02.jpg"",""data_video/vlm_frames/airfryer-002-scene-0014/frame_03.jpg""]",pending
airfryer-005-scene-0001-vlm-0001,airfryer-005-scene-0001,airfryer-005,0.000,50.167,"A man stands in a kitchen in front of a black air fryer, gesturing as he speaks to the camera.",一名男子站在厨房里，面前放着一台黑色空气炸锅，他正对着镜头做手势说话。,Air Fryer,Air Fryer,"[""black air fryer"",""stainless steel refrigerator"",""white kitchen cabinets"",""glass jars"",""knife block"",""eggs"",""glass bowl"",""whey protein container"",""blue funnel""]","[""man gesturing with hands"",""man speaking""]","[""man smiling"",""subscription button showing 'SUBSCRIBED'""]",[],,"Visual summary: A man stands in a kitchen in front of a black air fryer, gesturing as he speaks to the camera.
视觉摘要: 一名男子站在厨房里，面前放着一台黑色空气炸锅，他正对着镜头做手势说话。
Visible product: Air Fryer
Visible components: black air fryer; stainless steel refrigerator; white kitchen cabinets; glass jars; knife block; eggs; glass bowl; whey protein container; blue funnel
Visible actions: man gesturing with hands; man speaking
Visible states: man smiling; subscription button showing 'SUBSCRIBED'",Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,catalog-grounded-visible-scene-json-v2,"[""data_video/vlm_frames/airfryer-005-scene-0001/frame_01.jpg"",""data_video/vlm_frames/airfryer-005-scene-0001/frame_02.jpg"",""data_video/vlm_frames/airfryer-005-scene-0001/frame_03.jpg""]",pending
airfryer-005-scene-0002-vlm-0001,airfryer-005-scene-0002,airfryer-005,50.167,54.587,"Ingredients for a sandwich, including bacon, eggs, bread, and a small bowl, are arranged on a cutting board next to an air fryer.",三明治的食材，包括培根、鸡蛋、面包和一个小碗，摆放在砧板上，旁边是一个空气炸锅。,Air Fryer,Air Fryer,"[""air fryer"",""bacon"",""eggs"",""bread"",""glass bowl"",""cutting board""]",[],[],[],,"Visual summary: Ingredients for a sandwich, including bacon, eggs, bread, and a small bowl, are arranged on a cutting board next to an air fryer.
视觉摘要: 三明治的食材，包括培根、鸡蛋、面包和一个小碗，摆放在砧板上，旁边是一个空气炸锅。
Visible product: Air Fryer
Visible components: air fryer; bacon; eggs; bread; glass bowl; cutting board",Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,catalog-grounded-visible-scene-json-v2,"[""data_video/vlm_frames/airfryer-005-scene-0002/frame_01.jpg"",""data_video/vlm_frames/airfryer-005-scene-0002/frame_02.jpg""]",pending
airfryer-005-scene-0003-vlm-0001,airfryer-005-scene-0003,airfryer-005,54.587,68.307,"A man in a kitchen stands behind a counter with a black air fryer, gesturing as he speaks.",一名男子站在厨房的柜台后，面前有一个黑色空气炸锅，他边说话边做手势。,Air Fryer,Air Fryer,"[""black air fryer"",""stainless steel refrigerator"",""white kitchen cabinets"",""glass jars"",""knife block"",""paper towel holder"",""whey protein container"",""blue funnel"",""eggs"",""glass bowl""]","[""man gesturing with hands"",""man speaking""]",[],[],,"Visual summary: A man in a kitchen stands behind a counter with a black air fryer, gesturing as he speaks.
视觉摘要: 一名男子站在厨房的柜台后，面前有一个黑色空气炸锅，他边说话边做手势。
Visible product: Air Fryer
Visible components: black air fryer; stainless steel refrigerator; white kitchen cabinets; glass jars; knife block; paper towel holder; whey protein container; blue funnel; eggs; glass bowl
Visible actions: man gesturing with hands; man speaking",Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,catalog-grounded-visible-scene-json-v2,"[""data_video/vlm_frames/airfryer-005-scene-0003/frame_01.jpg"",""data_video/vlm_frames/airfryer-005-scene-0003/frame_02.jpg"",""data_video/vlm_frames/airfryer-005-scene-0003/frame_03.jpg""]",pending
airfryer-005-scene-0004-vlm-0001,airfryer-005-scene-0004,airfryer-005,68.307,80.609,"A person is preparing ingredients on a white cutting board next to an air fryer, cracking an egg into a small glass bowl.",一个人在白色砧板上准备食材，旁边是空气炸锅，正在将鸡蛋打入小玻璃碗中。,Air Fryer,Air Fryer,"[""air fryer"",""white cutting board"",""bacon"",""eggs"",""white bread"",""small glass bowl""]","[""cracking an egg into a bowl""]","[""egg yolk and white in bowl"",""eggshell being removed""]",[],,"Visual summary: A person is preparing ingredients on a white cutting board next to an air fryer, cracking an egg into a small glass bowl.
视觉摘要: 一个人在白色砧板上准备食材，旁边是空气炸锅，正在将鸡蛋打入小玻璃碗中。
Visible product: Air Fryer
Visible components: air fryer; white cutting board; bacon; eggs; white bread; small glass bowl
Visible actions: cracking an egg into a bowl
Visible states: egg yolk and white in bowl; eggshell being removed",Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,catalog-grounded-visible-scene-json-v2,"[""data_video/vlm_frames/airfryer-005-scene-0004/frame_01.jpg"",""data_video/vlm_frames/airfryer-005-scene-0004/frame_02.jpg"",""data_video/vlm_frames/airfryer-005-scene-0004/frame_03.jpg""]",pending
airfryer-005-scene-0005-vlm-0001,airfryer-005-scene-0005,airfryer-005,80.609,85.655,A man in a kitchen is holding an egg while standing next to a black air fryer on a counter.,一名男子在厨房里拿着一个鸡蛋，站在一个黑色空气炸锅旁。,Air Fryer,Air Fryer,"[""black air fryer"",""stainless steel refrigerator"",""white kitchen cabinets"",""glass jars"",""knife block"",""egg"",""egg yolk in a bowl"",""whey protein container""]","[""man holding an egg"",""man speaking""]",[],[],,"Visual summary: A man in a kitchen is holding an egg while standing next to a black air fryer on a counter.
视觉摘要: 一名男子在厨房里拿着一个鸡蛋，站在一个黑色空气炸锅旁。
Visible product: Air Fryer
Visible components: black air fryer; stainless steel refrigerator; white kitchen cabinets; glass jars; knife block; egg; egg yolk in a bowl; whey protein container
Visible actions: man holding an egg; man speaking",Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,catalog-grounded-visible-scene-json-v2,"[""data_video/vlm_frames/airfryer-005-scene-0005/frame_01.jpg"",""data_video/vlm_frames/airfryer-005-scene-0005/frame_02.jpg""]",pending
airfryer-005-scene-0006-vlm-0001,airfryer-005-scene-0006,airfryer-005,85.655,93.036,"A person is preparing ingredients on a white cutting board next to an air fryer, with bacon, a cracked egg, bread, and a whole egg visible.",一个人在白色砧板上准备食材，旁边有一个空气炸锅，可见培根、一个打碎的鸡蛋、面包和一个完整的鸡蛋。,Air Fryer,Air Fryer,"[""air fryer"",""white cutting board"",""bacon"",""cracked egg in a glass bowl"",""bread slices"",""whole egg"",""eggshell""]","[""person's hands are positioned on the cutting board""]",[],[],,"Visual summary: A person is preparing ingredients on a white cutting board next to an air fryer, with bacon, a cracked egg, bread, and a whole egg visible.
视觉摘要: 一个人在白色砧板上准备食材，旁边有一个空气炸锅，可见培根、一个打碎的鸡蛋、面包和一个完整的鸡蛋。
Visible product: Air Fryer
Visible components: air fryer; white cutting board; bacon; cracked egg in a glass bowl; bread slices; whole egg; eggshell
Visible actions: person's hands are positioned on the cutting board",Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,catalog-grounded-visible-scene-json-v2,"[""data_video/vlm_frames/airfryer-005-scene-0006/frame_01.jpg"",""data_video/vlm_frames/airfryer-005-scene-0006/frame_02.jpg""]",pending
