record_id,product_class,title,source_platform,candidate_split,local_path,source_sha256,receipt_sha256,bytes,duration_seconds,fps,width,height,video_codec,audio_present,sample_frame_paths,sample_frame_count,duplicate_of,technical_decision,technical_reasons,content_decision,content_reason,screened_at
airfryer-022,Air Fryer,Tina's Joyful Kitchen- Air Fryer Chicken and Veggie Crunch Salad,Internet Archive,development_candidate,data_video/raw/archive_candidates/airfryer-022.mp4,640fbc7343212a90003954d779cd4d324a92020054e4a5db0ac0dfe4f5c902ce,640fbc7343212a90003954d779cd4d324a92020054e4a5db0ac0dfe4f5c902ce,160382516,1644.070,29.97,854,480,h264,yes,data_video/review/archive_candidate_frames/airfryer-022/sample_01.jpg|data_video/review/archive_candidate_frames/airfryer-022/sample_02.jpg|data_video/review/archive_candidate_frames/airfryer-022/sample_03.jpg|data_video/review/archive_candidate_frames/airfryer-022/sample_04.jpg|data_video/review/archive_candidate_frames/airfryer-022/sample_05.jpg,5,,pass,,pending,,2026-07-22T21:55:09.613683+00:00
airfryer-023,Air Fryer,Steak and chips cooked in an air fryer quick and easy #shorts,Internet Archive,development_candidate,data_video/raw/archive_candidates/airfryer-023.mp4,0a35140e0a410d50e404355a003fbbee353745e3465f89c41d79572eb4df6a16,0a35140e0a410d50e404355a003fbbee353745e3465f89c41d79572eb4df6a16,4579430,45.740,30.0,270,480,h264,yes,data_video/review/archive_candidate_frames/airfryer-023/sample_01.jpg|data_video/review/archive_candidate_frames/airfryer-023/sample_02.jpg|data_video/review/archive_candidate_frames/airfryer-023/sample_03.jpg|data_video/review/archive_candidate_frames/airfryer-023/sample_04.jpg|data_video/review/archive_candidate_frames/airfryer-023/sample_05.jpg,5,,fail,resolution_too_low,not_reviewed,,2026-07-22T21:55:10.193928+00:00
airfryer-024,Air Fryer,NuWave Brio Digital Air Fryer,Internet Archive,development_candidate,data_video/raw/archive_candidates/airfryer-024.mp4,7a8740df543d21984569ff68779962861d20e0fc8ae4f42567d2e58ab6880faa,7a8740df543d21984569ff68779962861d20e0fc8ae4f42567d2e58ab6880faa,8386734,135.770,29.97,640,360,h264,yes,data_video/review/archive_candidate_frames/airfryer-024/sample_01.jpg|data_video/review/archive_candidate_frames/airfryer-024/sample_02.jpg|data_video/review/archive_candidate_frames/airfryer-024/sample_03.jpg|data_video/review/archive_candidate_frames/airfryer-024/sample_04.jpg|data_video/review/archive_candidate_frames/airfryer-024/sample_05.jpg,5,,pass,,pending,,2026-07-22T21:55:10.813908+00:00
airfryer-025,Air Fryer,My top five air fryer recipes #food #chicken #potatoes #april #crabra...,Internet Archive,development_candidate,data_video/raw/archive_candidates/airfryer-025.mp4,652bd372bd852e81b83c5664c4d001c10c0dd6715f55dca9e984be28d8284136,652bd372bd852e81b83c5664c4d001c10c0dd6715f55dca9e984be28d8284136,8698560,89.330,30.0,270,480,h264,yes,data_video/review/archive_candidate_frames/airfryer-025/sample_01.jpg|data_video/review/archive_candidate_frames/airfryer-025/sample_02.jpg|data_video/review/archive_candidate_frames/airfryer-025/sample_03.jpg|data_video/review/archive_candidate_frames/airfryer-025/sample_04.jpg|data_video/review/archive_candidate_frames/airfryer-025/sample_05.jpg,5,,fail,resolution_too_low,not_reviewed,,2026-07-22T21:55:11.487285+00:00
airfryer-026,Air Fryer,MontereyRecreation Presents: That's Good! Air Fryer Donuts Demo,Internet Archive,development_candidate,data_video/raw/archive_candidates/airfryer-026.mp4,2c97ba89447c76d2f8e3923a4e16c461791bb3733eae994955229e750b6fcb27,2c97ba89447c76d2f8e3923a4e16c461791bb3733eae994955229e750b6fcb27,18906767,213.460,30.0,854,480,h264,yes,data_video/review/archive_candidate_frames/airfryer-026/sample_01.jpg|data_video/review/archive_candidate_frames/airfryer-026/sample_02.jpg|data_video/review/archive_candidate_frames/airfryer-026/sample_03.jpg|data_video/review/archive_candidate_frames/airfryer-026/sample_04.jpg|data_video/review/archive_candidate_frames/airfryer-026/sample_05.jpg,5,,pass,,pending,,2026-07-22T21:55:12.304759+00:00
airfryer-027,Air Fryer,Cooking With Bob: Air Fryer or Oven Baked Buffalo Wings?,Internet Archive,development_candidate,data_video/raw/archive_candidates/airfryer-027.mp4,d19ef592cad182330f3685fa61061f1249a0fe6a401741e149ae7d0f9cce671a,d19ef592cad182330f3685fa61061f1249a0fe6a401741e149ae7d0f9cce671a,28793934,283.400,29.97,854,480,h264,yes,data_video/review/archive_candidate_frames/airfryer-027/sample_01.jpg|data_video/review/archive_candidate_frames/airfryer-027/sample_02.jpg|data_video/review/archive_candidate_frames/airfryer-027/sample_03.jpg|data_video/review/archive_candidate_frames/airfryer-027/sample_04.jpg|data_video/review/archive_candidate_frames/airfryer-027/sample_05.jpg,5,,pass,,pending,,2026-07-22T21:55:13.252207+00:00
airfryer-028,Air Fryer,Library Kitchen: Easy Air Fryer Egg Cups,Internet Archive,development_candidate,data_video/raw/archive_candidates/airfryer-028.mp4,6fb0942b2f92095c8c54e202e571f038dfa89083137c4d20c2ad8ee3cbd115ea,6fb0942b2f92095c8c54e202e571f038dfa89083137c4d20c2ad8ee3cbd115ea,33346135,330.030,29.97,854,480,h264,yes,data_video/review/archive_candidate_frames/airfryer-028/sample_01.jpg|data_video/review/archive_candidate_frames/airfryer-028/sample_02.jpg|data_video/review/archive_candidate_frames/airfryer-028/sample_03.jpg|data_video/review/archive_candidate_frames/airfryer-028/sample_04.jpg|data_video/review/archive_candidate_frames/airfryer-028/sample_05.jpg,5,,pass,,pending,,2026-07-22T21:55:14.080503+00:00
airfryer-029,Air Fryer,Chicken Tandoori Recipe in Philips Airfryer by VahChef,Internet Archive,source_disjoint_test_candidate,data_video/raw/archive_candidates/airfryer-029.mp4,853838ee93433557fe93454b1bb73a0fb1a33d6e93f377f2ed1ebc18ebaf2a74,853838ee93433557fe93454b1bb73a0fb1a33d6e93f377f2ed1ebc18ebaf2a74,66309666,673.290,25.0,854,480,h264,yes,data_video/review/archive_candidate_frames/airfryer-029/sample_01.jpg|data_video/review/archive_candidate_frames/airfryer-029/sample_02.jpg|data_video/review/archive_candidate_frames/airfryer-029/sample_03.jpg|data_video/review/archive_candidate_frames/airfryer-029/sample_04.jpg|data_video/review/archive_candidate_frames/airfryer-029/sample_05.jpg,5,,pass,,pending,,2026-07-22T23:00:09.108753+00:00
airfryer-030,Air Fryer,Cooking Healthy Snacks with an Air fryer - Hardin County Extension Today June 2019,Internet Archive,source_disjoint_test_candidate,data_video/raw/archive_candidates/airfryer-030.mp4,5eed26cd72252c2aef8202a3d43fdd670ba8c943356a131b75ade7b330c27bb2,5eed26cd72252c2aef8202a3d43fdd670ba8c943356a131b75ade7b330c27bb2,107869097,1092.150,29.97,480,360,h264,yes,data_video/review/archive_candidate_frames/airfryer-030/sample_01.jpg|data_video/review/archive_candidate_frames/airfryer-030/sample_02.jpg|data_video/review/archive_candidate_frames/airfryer-030/sample_03.jpg|data_video/review/archive_candidate_frames/airfryer-030/sample_04.jpg|data_video/review/archive_candidate_frames/airfryer-030/sample_05.jpg,5,,pass,,pending,,2026-07-22T23:00:09.842503+00:00
airfryer-031,Air Fryer,videate_youtube_67lWuMjFuy8_948_-_We_Bought_An_Air_Fryer_-_The_Daily_Talk_Show,Internet Archive,development_candidate,data_video/raw/archive_candidates/airfryer-031.mp4,f5eef18df1a5efcbad1822f35fc7892673cc9c61bdbaaf8338c028780354e27b,f5eef18df1a5efcbad1822f35fc7892673cc9c61bdbaaf8338c028780354e27b,101123182,2199.350,25.0,640,360,h264,yes,data_video/review/archive_candidate_frames/airfryer-031/sample_01.jpg|data_video/review/archive_candidate_frames/airfryer-031/sample_02.jpg|data_video/review/archive_candidate_frames/airfryer-031/sample_03.jpg|data_video/review/archive_candidate_frames/airfryer-031/sample_04.jpg|data_video/review/archive_candidate_frames/airfryer-031/sample_05.jpg,5,,fail,duration_too_long,not_reviewed,,2026-07-22T23:00:10.535762+00:00
airfryer-032,Air Fryer,How To Clean Your Air Fryer → SMELLY DIRTY NEW Watch THIS!,Internet Archive,development_candidate,data_video/raw/archive_candidates/airfryer-032.mp4,19964dff8e507ce789c7219c5b2a68c6462322a0309cc0c5ea628b35ea28d4fb,19964dff8e507ce789c7219c5b2a68c6462322a0309cc0c5ea628b35ea28d4fb,151255865,533.730,30.0,1280,720,h264,yes,data_video/review/archive_candidate_frames/airfryer-032/sample_01.jpg|data_video/review/archive_candidate_frames/airfryer-032/sample_02.jpg|data_video/review/archive_candidate_frames/airfryer-032/sample_03.jpg|data_video/review/archive_candidate_frames/airfryer-032/sample_04.jpg|data_video/review/archive_candidate_frames/airfryer-032/sample_05.jpg,5,,pass,,pending,,2026-07-22T23:00:11.534392+00:00
airfryer-033,Air Fryer,A DESTRUIÇÃO LEVA A CONSTRUÇÃO: AIRFRYER WALITA,Internet Archive,development_candidate,data_video/raw/archive_candidates/airfryer-033.mp4,b3faa51963f29e704f6fd9c2e3e57f4b4a1cd2772c44eabf99d92e850287ba8c,b3faa51963f29e704f6fd9c2e3e57f4b4a1cd2772c44eabf99d92e850287ba8c,85563360,1602.620,29.97,640,360,h264,yes,data_video/review/archive_candidate_frames/airfryer-033/sample_01.jpg|data_video/review/archive_candidate_frames/airfryer-033/sample_02.jpg|data_video/review/archive_candidate_frames/airfryer-033/sample_03.jpg|data_video/review/archive_candidate_frames/airfryer-033/sample_04.jpg|data_video/review/archive_candidate_frames/airfryer-033/sample_05.jpg,5,,pass,,pending,,2026-07-22T23:00:12.127894+00:00
airfryer-034,Air Fryer,AirFryer Brot III,Internet Archive,development_candidate,data_video/raw/archive_candidates/airfryer-034.mp4,a2635cb1ab2fec1a9ba2167df5104bb49312b6f7ee78dd3eab2ef0122be1b784,a2635cb1ab2fec1a9ba2167df5104bb49312b6f7ee78dd3eab2ef0122be1b784,101289888,108.970,60.0,1920,1080,h264,yes,data_video/review/archive_candidate_frames/airfryer-034/sample_01.jpg|data_video/review/archive_candidate_frames/airfryer-034/sample_02.jpg|data_video/review/archive_candidate_frames/airfryer-034/sample_03.jpg|data_video/review/archive_candidate_frames/airfryer-034/sample_04.jpg|data_video/review/archive_candidate_frames/airfryer-034/sample_05.jpg,5,,pass,,pending,,2026-07-22T23:00:13.729899+00:00
airfryer-035,Air Fryer,AirFryer Brot II,Internet Archive,development_candidate,data_video/raw/archive_candidates/airfryer-035.mp4,dd1584a647e2b6403ca7e5134d98a47603981eba5a047e7e3eba119ff1611389,dd1584a647e2b6403ca7e5134d98a47603981eba5a047e7e3eba119ff1611389,113313804,122.010,60.0,1920,1080,h264,yes,data_video/review/archive_candidate_frames/airfryer-035/sample_01.jpg|data_video/review/archive_candidate_frames/airfryer-035/sample_02.jpg|data_video/review/archive_candidate_frames/airfryer-035/sample_03.jpg|data_video/review/archive_candidate_frames/airfryer-035/sample_04.jpg|data_video/review/archive_candidate_frames/airfryer-035/sample_05.jpg,5,,pass,,pending,,2026-07-22T23:00:15.437433+00:00
espresso-017,Espresso Machine,How to fix Jura A1 Model Espresso Machine,Internet Archive,development_candidate,data_video/raw/archive_candidates/espresso-017.mp4,04dfe8604ca537cf1efabd8ba8565d728eafd214ba4e4ef8facfbdb861f402bd,04dfe8604ca537cf1efabd8ba8565d728eafd214ba4e4ef8facfbdb861f402bd,307884231,663.840,60.0,1920,1080,h264,yes,data_video/review/archive_candidate_frames/espresso-017/sample_01.jpg|data_video/review/archive_candidate_frames/espresso-017/sample_02.jpg|data_video/review/archive_candidate_frames/espresso-017/sample_03.jpg|data_video/review/archive_candidate_frames/espresso-017/sample_04.jpg|data_video/review/archive_candidate_frames/espresso-017/sample_05.jpg,5,,pass,,pending,,2026-07-22T21:55:16.336180+00:00
espresso-018,Espresso Machine,Portable espresso maker goes wherever you go,Internet Archive,development_candidate,data_video/raw/archive_candidates/espresso-018.mp4,a1be173e9a82f128c4831b6b26114cac44e9dc08b95a25fab62a7714f9f1d3af,a1be173e9a82f128c4831b6b26114cac44e9dc08b95a25fab62a7714f9f1d3af,9021304,93.490,23.98,854,480,h264,yes,data_video/review/archive_candidate_frames/espresso-018/sample_01.jpg|data_video/review/archive_candidate_frames/espresso-018/sample_02.jpg|data_video/review/archive_candidate_frames/espresso-018/sample_03.jpg|data_video/review/archive_candidate_frames/espresso-018/sample_04.jpg|data_video/review/archive_candidate_frames/espresso-018/sample_05.jpg,5,,pass,,pending,,2026-07-22T22:10:12.489153+00:00
espresso-019,Espresso Machine,Saeco espresso machine,Internet Archive,development_candidate,data_video/raw/archive_candidates/espresso-019.mp4,e3c9a00db16d8c668665b93f2c09ce18ccf3f522d348931ebf0e3faac66849f5,e3c9a00db16d8c668665b93f2c09ce18ccf3f522d348931ebf0e3faac66849f5,6913534,60.530,30.0,1280,720,h264,yes,data_video/review/archive_candidate_frames/espresso-019/sample_01.jpg|data_video/review/archive_candidate_frames/espresso-019/sample_02.jpg|data_video/review/archive_candidate_frames/espresso-019/sample_03.jpg|data_video/review/archive_candidate_frames/espresso-019/sample_04.jpg|data_video/review/archive_candidate_frames/espresso-019/sample_05.jpg,5,,pass,,pending,,2026-07-22T22:10:13.367152+00:00
espresso-020,Espresso Machine,Saeco Espresso Machine,Internet Archive,development_candidate,data_video/raw/archive_candidates/espresso-020.mp4,39cb87ed0fb277cd25f584420789891ed1e4a31ecfdb36f842865621010afb21,39cb87ed0fb277cd25f584420789891ed1e4a31ecfdb36f842865621010afb21,7310600,63.640,30.0,1280,720,h264,yes,data_video/review/archive_candidate_frames/espresso-020/sample_01.jpg|data_video/review/archive_candidate_frames/espresso-020/sample_02.jpg|data_video/review/archive_candidate_frames/espresso-020/sample_03.jpg|data_video/review/archive_candidate_frames/espresso-020/sample_04.jpg|data_video/review/archive_candidate_frames/espresso-020/sample_05.jpg,5,,pass,,pending,,2026-07-22T22:10:14.269921+00:00
espresso-021,Espresso Machine,Original Espresso Machine Co. Espresso Machine Training DVD!,Internet Archive,development_candidate,data_video/raw/archive_candidates/espresso-021.mp4,6fa0e36cab249c58a85043ef2c3add5ee94c422392eb7debcf7cf4665694da24,6fa0e36cab249c58a85043ef2c3add5ee94c422392eb7debcf7cf4665694da24,14400060,95.020,29.97,1280,720,h264,yes,data_video/review/archive_candidate_frames/espresso-021/sample_01.jpg|data_video/review/archive_candidate_frames/espresso-021/sample_02.jpg|data_video/review/archive_candidate_frames/espresso-021/sample_03.jpg|data_video/review/archive_candidate_frames/espresso-021/sample_04.jpg|data_video/review/archive_candidate_frames/espresso-021/sample_05.jpg,5,,pass,,pending,,2026-07-22T22:10:15.199450+00:00
espresso-022,Espresso Machine,TG Caption ➤ The Espresso Machine,Internet Archive,development_candidate,data_video/raw/archive_candidates/espresso-022.mp4,9e094900853e04cbd7075b239295399d7c33409b7ae3e336be7ca08d7bbeae7f,9e094900853e04cbd7075b239295399d7c33409b7ae3e336be7ca08d7bbeae7f,31217538,430.040,60.0,852,480,h264,yes,data_video/review/archive_candidate_frames/espresso-022/sample_01.jpg|data_video/review/archive_candidate_frames/espresso-022/sample_02.jpg|data_video/review/archive_candidate_frames/espresso-022/sample_03.jpg|data_video/review/archive_candidate_frames/espresso-022/sample_04.jpg|data_video/review/archive_candidate_frames/espresso-022/sample_05.jpg,5,,pass,,pending,,2026-07-22T22:31:43.486078+00:00
espresso-023,Espresso Machine,Starbucks Barista Home Espresso Machine,Internet Archive,development_candidate,data_video/raw/archive_candidates/espresso-023.mp4,e34061684fc6953819ae65a1c1c8dfbb83203515b7bba9b73740d3a446199a35,e34061684fc6953819ae65a1c1c8dfbb83203515b7bba9b73740d3a446199a35,147853832,1443.440,29.97,640,480,h264,yes,data_video/review/archive_candidate_frames/espresso-023/sample_01.jpg|data_video/review/archive_candidate_frames/espresso-023/sample_02.jpg|data_video/review/archive_candidate_frames/espresso-023/sample_03.jpg|data_video/review/archive_candidate_frames/espresso-023/sample_04.jpg|data_video/review/archive_candidate_frames/espresso-023/sample_05.jpg,5,,pass,,pending,,2026-07-22T22:10:16.243174+00:00
espresso-024,Espresso Machine,"Todays Author featuring Andrew Botieri, Author of The Magical Espresso Machine",Internet Archive,development_candidate,data_video/raw/archive_candidates/espresso-024.mp4,29d8d811186753e42da49de1054133c7c500688314434223dc570b305be1d0e7,29d8d811186753e42da49de1054133c7c500688314434223dc570b305be1d0e7,168781536,1720.460,59.94,854,480,h264,yes,data_video/review/archive_candidate_frames/espresso-024/sample_01.jpg|data_video/review/archive_candidate_frames/espresso-024/sample_02.jpg|data_video/review/archive_candidate_frames/espresso-024/sample_03.jpg|data_video/review/archive_candidate_frames/espresso-024/sample_04.jpg|data_video/review/archive_candidate_frames/espresso-024/sample_05.jpg,5,,pass,,pending,,2026-07-22T22:10:17.409743+00:00
pressure-006,Pressure Cooker,Multi Function Pressure Cooker,Internet Archive,development_candidate,data_video/raw/archive_candidates/pressure-006.mp4,10589727dbc1c36db2bf46976ee21269c8c85c7300888fce00df6a2680214cf9,10589727dbc1c36db2bf46976ee21269c8c85c7300888fce00df6a2680214cf9,2488479,59.930,24.0,480,276,h264,yes,data_video/review/archive_candidate_frames/pressure-006/sample_01.jpg|data_video/review/archive_candidate_frames/pressure-006/sample_02.jpg|data_video/review/archive_candidate_frames/pressure-006/sample_03.jpg|data_video/review/archive_candidate_frames/pressure-006/sample_04.jpg|data_video/review/archive_candidate_frames/pressure-006/sample_05.jpg,5,,pass,,pending,,2026-07-21T11:26:51.445719+00:00
pressure-009,Pressure Cooker,Best Pressure Cooker By Decent Cookware – Built For Everyday Indian Kitchens,Internet Archive,development_candidate,data_video/raw/archive_candidates/pressure-009.mp4,22db72ec5f1aa7e25feed343962d8521a3dbb7ae9d01e6eb361363e5baa2f894,22db72ec5f1aa7e25feed343962d8521a3dbb7ae9d01e6eb361363e5baa2f894,1474990,27.140,30.0,720,1280,h264,yes,data_video/review/archive_candidate_frames/pressure-009/sample_01.jpg|data_video/review/archive_candidate_frames/pressure-009/sample_02.jpg|data_video/review/archive_candidate_frames/pressure-009/sample_03.jpg|data_video/review/archive_candidate_frames/pressure-009/sample_04.jpg|data_video/review/archive_candidate_frames/pressure-009/sample_05.jpg,5,,pass,,pending,,2026-07-21T11:26:56.404488+00:00
