record_id,review_scope,ai_expected_product_class,ai_predicted_product_class,title,source_platform,source_page_url,creator,license_id,candidate_split,technical_decision,ai_decision,ai_procedure_relevance,ai_functional_step_visible,ai_visual_evidence,ai_uncertainty,sample_frame_paths,review_priority,prescreen_flags,reviewer_id,review_status,license_evidence_status,corrected_product_class,corrected_procedure_relevance,corrected_functional_step_visible,privacy_risk,safety_risk,correction_reason,final_decision,dataset_split,reviewed_at
airfryer-032,full_positive_review,Air Fryer,Air Fryer,How To Clean Your Air Fryer → SMELLY DIRTY NEW Watch THIS!,Internet Archive,https://archive.org/details/how-to-clean-your-air-fryer-smelly-dirty-new-watch-this,Archive contributor,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,maintenance,yes,"Frames show cleaning the air fryer basket in the sink, wiping the exterior, and setting the digital control panel, all consistent with air fryer maintenance.",,data_video/review/archive_candidate_frames/airfryer-032/sample_01.jpg|data_video/review/archive_candidate_frames/airfryer-032/sample_02.jpg|data_video/review/archive_candidate_frames/airfryer-032/sample_03.jpg|data_video/review/archive_candidate_frames/airfryer-032/sample_04.jpg|data_video/review/archive_candidate_frames/airfryer-032/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
airfryer-033,full_positive_review,Air Fryer,Air Fryer,A DESTRUIÇÃO LEVA A CONSTRUÇÃO: AIRFRYER WALITA,Internet Archive,https://archive.org/details/ratao_frKY4As3ctXhnhf4,Archive contributor,CC-BY,development_candidate,pass,retain_for_human_review,maintenance,yes,"Frames show disassembly of an air fryer, including removal of the outer shell and internal components like wiring and motor, indicating maintenance or repair.",,data_video/review/archive_candidate_frames/airfryer-033/sample_01.jpg|data_video/review/archive_candidate_frames/airfryer-033/sample_02.jpg|data_video/review/archive_candidate_frames/airfryer-033/sample_03.jpg|data_video/review/archive_candidate_frames/airfryer-033/sample_04.jpg|data_video/review/archive_candidate_frames/airfryer-033/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
espresso-017,full_positive_review,Espresso Machine,Espresso Machine,How to fix Jura A1 Model Espresso Machine,Internet Archive,https://archive.org/details/how-to-fix-jura-a1-model-espresso-machine,Archive contributor,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,maintenance,yes,"The frames show a person disassembling a white machine with internal components like a water tank and wiring, consistent with servicing an espresso machine. Tools and coffee-related items (coffee bag) are visible, supporting the context.",,data_video/review/archive_candidate_frames/espresso-017/sample_01.jpg|data_video/review/archive_candidate_frames/espresso-017/sample_02.jpg|data_video/review/archive_candidate_frames/espresso-017/sample_03.jpg|data_video/review/archive_candidate_frames/espresso-017/sample_04.jpg|data_video/review/archive_candidate_frames/espresso-017/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
espresso-018,full_positive_review,Espresso Machine,Espresso Machine,Portable espresso maker goes wherever you go,Internet Archive,https://archive.org/details/youtube-llFWIu51xb8,Insider,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,operation,yes,"Frames show a hand-operated device being used to grind coffee beans, which is a key step in espresso preparation. The text overlay confirms it's hand-operated and requires no batteries or electricity, consistent with a portable espresso maker. The context of travel and compactness further supports it being a portable espresso machine.",,data_video/review/archive_candidate_frames/espresso-018/sample_01.jpg|data_video/review/archive_candidate_frames/espresso-018/sample_02.jpg|data_video/review/archive_candidate_frames/espresso-018/sample_03.jpg|data_video/review/archive_candidate_frames/espresso-018/sample_04.jpg|data_video/review/archive_candidate_frames/espresso-018/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
espresso-023,full_positive_review,Espresso Machine,Espresso Machine,Starbucks Barista Home Espresso Machine,Internet Archive,https://archive.org/details/StarbucksBaristaHomeEspresso,Starbucks Coffee Company,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,setup,yes,"A man in a green apron stands behind a counter with a black espresso machine. He is shown placing a striped cloth on the counter and then positioning his hands on the machine, indicating a setup or demonstration phase. Safety instructions for the machine are also displayed on screen.",,data_video/review/archive_candidate_frames/espresso-023/sample_01.jpg|data_video/review/archive_candidate_frames/espresso-023/sample_02.jpg|data_video/review/archive_candidate_frames/espresso-023/sample_03.jpg|data_video/review/archive_candidate_frames/espresso-023/sample_04.jpg|data_video/review/archive_candidate_frames/espresso-023/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
pressure-020,full_positive_review,Pressure Cooker,Pressure Cooker,How to make Basmati Rice in a Pressure Cooker,Internet Archive,https://archive.org/details/youtube-VrwddG6c1qA,Dave Hales,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,operation,yes,"A COSORI electric pressure cooker is prominently featured. Frames show rice being added to it, oil being poured in, and the control panel being used to set a timer, all indicating active use for cooking.",,data_video/review/archive_candidate_frames/pressure-020/sample_01.jpg|data_video/review/archive_candidate_frames/pressure-020/sample_02.jpg|data_video/review/archive_candidate_frames/pressure-020/sample_03.jpg|data_video/review/archive_candidate_frames/pressure-020/sample_04.jpg|data_video/review/archive_candidate_frames/pressure-020/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
pressure-023,full_positive_review,Pressure Cooker,Pressure Cooker,"Amazon.com Mealthy Multi Pot 9 In 1 Programmable Pressure Cooker 6 Quarts With Stainless Steel Pot, Steamer Basket, Instant Access To Recipe App. Pressure Cook, Slow Cook, Sauté, Rice Cooker, Yogurt, Steam Kitchen & Dini",Internet Archive,https://archive.org/details/Amazon.comMealthyMultiPot9In1ProgrammablePressureCooker6QuartsWithStainlessSteel,Archive contributor,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,operation,yes,"A black electric pressure cooker is prominently displayed on a kitchen counter. The woman holds a plate of food labeled 'SALSA CHICKEN' and 'BBQ CHICKEN', implying the cooker was used. A close-up shows a smartphone app for 'Pressure Cooker Chicken' with a timer, indicating app-based operation. The woman is also seen in a bath, suggesting the cooker's convenience.",,data_video/review/archive_candidate_frames/pressure-023/sample_01.jpg|data_video/review/archive_candidate_frames/pressure-023/sample_02.jpg|data_video/review/archive_candidate_frames/pressure-023/sample_03.jpg|data_video/review/archive_candidate_frames/pressure-023/sample_04.jpg|data_video/review/archive_candidate_frames/pressure-023/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
pressure-026,full_positive_review,Pressure Cooker,Pressure Cooker,Diary Of An Arcade Employee Vidcast 05 (Atari's Pressure Cooker),Internet Archive,https://archive.org/details/DiaryOfAnArcadeEmployeeVidcast05PressureCooker,Vic Sage,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,operation,yes,"The game displays a character inside a pressure cooker-like environment with visible pressure gauge, control knobs, and a lid. The player interacts with elements like a pressure gauge and a lid, which are core to the pressure cooker's operation.",,data_video/review/archive_candidate_frames/pressure-026/sample_01.jpg|data_video/review/archive_candidate_frames/pressure-026/sample_02.jpg|data_video/review/archive_candidate_frames/pressure-026/sample_03.jpg|data_video/review/archive_candidate_frames/pressure-026/sample_04.jpg|data_video/review/archive_candidate_frames/pressure-026/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
pressure-027,full_positive_review,Pressure Cooker,Pressure Cooker,Pressure cooker keto chili,Internet Archive,https://archive.org/details/youtube-ymo46Al_M60,WTVR CBS 6,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,operation,yes,"A woman is shown interacting with a black multicooker appliance, lifting its lid and stirring its contents, which are consistent with pressure-cooking operations.",,data_video/review/archive_candidate_frames/pressure-027/sample_01.jpg|data_video/review/archive_candidate_frames/pressure-027/sample_02.jpg|data_video/review/archive_candidate_frames/pressure-027/sample_03.jpg|data_video/review/archive_candidate_frames/pressure-027/sample_04.jpg|data_video/review/archive_candidate_frames/pressure-027/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
pressure-028,full_positive_review,Pressure Cooker,Pressure Cooker,Instant Pot Risotto with Shrimp - Shrewsbury Community Cookbook,Internet Archive,https://archive.org/details/Instant_Pot_Risotto_with_Shrimp_-_Shrewsbury_Community_Cookbook,SMC,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,operation,yes,"A woman is actively stirring contents inside a stainless steel Instant Pot, which is an electric pressure cooker, on a kitchen counter. The appliance's digital display is visible, and ingredients are being added to the pot, indicating an active cooking operation.",,data_video/review/archive_candidate_frames/pressure-028/sample_01.jpg|data_video/review/archive_candidate_frames/pressure-028/sample_02.jpg|data_video/review/archive_candidate_frames/pressure-028/sample_03.jpg|data_video/review/archive_candidate_frames/pressure-028/sample_04.jpg|data_video/review/archive_candidate_frames/pressure-028/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
pressure-032,full_positive_review,Pressure Cooker,Pressure Cooker,Making a Beef Stew using a Pressure Cooker,Internet Archive,https://archive.org/details/scm-214736-usingapressurecooker,J Nelson,CC-BY-SA,source_disjoint_test_candidate,pass,retain_for_human_review,operation,yes,"A person is shown placing the lid on a pressure cooker on a stovetop, and later adding ingredients to it. The pressure cooker's distinctive lid and valve are clearly visible in multiple frames.",,data_video/review/archive_candidate_frames/pressure-032/sample_01.jpg|data_video/review/archive_candidate_frames/pressure-032/sample_02.jpg|data_video/review/archive_candidate_frames/pressure-032/sample_03.jpg|data_video/review/archive_candidate_frames/pressure-032/sample_04.jpg|data_video/review/archive_candidate_frames/pressure-032/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
pressure-033,full_positive_review,Pressure Cooker,Pressure Cooker,Pressure Cooking is Easy as 1 - 2 -3 with Fagor Pressure Cookers,Internet Archive,https://archive.org/details/fagor-pressure-cooker,Fagor,OWNER-WRITTEN-AUTHORIZATION,source_disjoint_test_candidate,pass,retain_for_human_review,operation,yes,"Frames show a chef operating a pressure cooker, including closing the lid, placing the weight, and stirring contents while steam is visible. A sign reading 'PRESSURE COOKER' is also visible in one frame.",,data_video/review/archive_candidate_frames/pressure-033/sample_01.jpg|data_video/review/archive_candidate_frames/pressure-033/sample_02.jpg|data_video/review/archive_candidate_frames/pressure-033/sample_03.jpg|data_video/review/archive_candidate_frames/pressure-033/sample_04.jpg|data_video/review/archive_candidate_frames/pressure-033/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
pressure-035,full_positive_review,Pressure Cooker,Pressure Cooker,Cooking in a Pressure Cooker,Internet Archive,https://archive.org/details/youtube-PgKX9HVdKiU,thenewsurvivalist,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,setup,yes,"A stainless steel pressure cooker is shown being placed on a stovetop, its lid secured, and a pressure valve adjusted, indicating preparation for pressure cooking.",,data_video/review/archive_candidate_frames/pressure-035/sample_01.jpg|data_video/review/archive_candidate_frames/pressure-035/sample_02.jpg|data_video/review/archive_candidate_frames/pressure-035/sample_03.jpg|data_video/review/archive_candidate_frames/pressure-035/sample_04.jpg|data_video/review/archive_candidate_frames/pressure-035/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
pressure-036,full_positive_review,Pressure Cooker,Pressure Cooker,Simfonio Simpot Pressure Cooker Review,Internet Archive,https://archive.org/details/youtube-CZ7moF9ZvlA,Dave Hales,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,operation,yes,"A person is shown using an electric pressure cooker, including opening it, setting a timer, and checking cooked food with tongs and a thermometer.",,data_video/review/archive_candidate_frames/pressure-036/sample_01.jpg|data_video/review/archive_candidate_frames/pressure-036/sample_02.jpg|data_video/review/archive_candidate_frames/pressure-036/sample_03.jpg|data_video/review/archive_candidate_frames/pressure-036/sample_04.jpg|data_video/review/archive_candidate_frames/pressure-036/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
pressure-037,full_positive_review,Pressure Cooker,Pressure Cooker,"The Instant Pot is a slow cooker, pressure cooker, and steamer, all in one",Internet Archive,https://archive.org/details/youtube-N-DG_bleUlg,Insider,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,operation,yes,"Frames show eggs being placed in a steamer basket inside an Instant Pot, the control panel being set to 30 minutes, and the appliance being used to cook pulled pork and mac and cheese, all consistent with pressure cooker operations.",,data_video/review/archive_candidate_frames/pressure-037/sample_01.jpg|data_video/review/archive_candidate_frames/pressure-037/sample_02.jpg|data_video/review/archive_candidate_frames/pressure-037/sample_03.jpg|data_video/review/archive_candidate_frames/pressure-037/sample_04.jpg|data_video/review/archive_candidate_frames/pressure-037/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
pressure-038,full_positive_review,Pressure Cooker,Pressure Cooker,$79 Pressure Cooker Review - Cosori vs Instant Pot,Internet Archive,https://archive.org/details/youtube-8A_9ze1CNh8,Dave Hales,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,component_overview,yes,"Two electric pressure cookers (Cosori and Instant Pot) are displayed side-by-side on a kitchen counter. A person is shown interacting with them, including opening lids and removing the inner pot, demonstrating their components and operation.",,data_video/review/archive_candidate_frames/pressure-038/sample_01.jpg|data_video/review/archive_candidate_frames/pressure-038/sample_02.jpg|data_video/review/archive_candidate_frames/pressure-038/sample_03.jpg|data_video/review/archive_candidate_frames/pressure-038/sample_04.jpg|data_video/review/archive_candidate_frames/pressure-038/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
pressure-040,full_positive_review,Pressure Cooker,Pressure Cooker,Making Butternut Pumpkin Soup with Stacey Springer,Internet Archive,https://archive.org/details/prkcitut-Making_Butternut_Pumpkin_Soup_with_Stacey_Springer,Park City Television,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,operation,yes,"A silver electric pressure cooker is prominently displayed on the counter. In frame 4, the chef is actively interacting with it, lifting the lid and gesturing towards its controls while explaining the process. Ingredients like chicken stock and pumpkin are arranged nearby, indicating a cooking demonstration.",,data_video/review/archive_candidate_frames/pressure-040/sample_01.jpg|data_video/review/archive_candidate_frames/pressure-040/sample_02.jpg|data_video/review/archive_candidate_frames/pressure-040/sample_03.jpg|data_video/review/archive_candidate_frames/pressure-040/sample_04.jpg|data_video/review/archive_candidate_frames/pressure-040/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
printer-011,full_positive_review,Printer,Printer,Setup Your HP Printer Model 3830 | Printer setup,Internet Archive,https://archive.org/details/hp-3830-printer-setup-hp-printer-setup-support,Archive contributor,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,setup,yes,"Frames show printer setup steps: loading paper, selecting language, and navigating the printer's touchscreen interface.",,data_video/review/archive_candidate_frames/printer-011/sample_01.jpg|data_video/review/archive_candidate_frames/printer-011/sample_02.jpg|data_video/review/archive_candidate_frames/printer-011/sample_03.jpg|data_video/review/archive_candidate_frames/printer-011/sample_04.jpg|data_video/review/archive_candidate_frames/printer-011/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
printer-012,full_positive_review,Printer,Printer,HP Wireless Printer Setup Mac - HP Deskjet 3050 & Others,Internet Archive,https://archive.org/details/dailymotion-xq2rmt,docrock808,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,setup,yes,"Frames show a Mac desktop with Finder and a web browser. The browser displays the HP Deskjet 3050 All-in-One J610a Wireless Setup Wizard, indicating a setup procedure for a printer. A pop-up confirms connection to the device.",,data_video/review/archive_candidate_frames/printer-012/sample_01.jpg|data_video/review/archive_candidate_frames/printer-012/sample_02.jpg|data_video/review/archive_candidate_frames/printer-012/sample_03.jpg|data_video/review/archive_candidate_frames/printer-012/sample_04.jpg|data_video/review/archive_candidate_frames/printer-012/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
printer-014,full_positive_review,Printer,Printer,hp printer cartridge cleaning | How to clean hp printer cartridge | hp printer cartridge | in Hindi,Internet Archive,https://archive.org/details/youtube-mpo00dO4YFw,Techno Star,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,maintenance,yes,"Frames show hands disassembling and cleaning an HP ink cartridge, including inserting a cleaning tool and showing the cartridge next to an HP GT51 ink bottle.",,data_video/review/archive_candidate_frames/printer-014/sample_01.jpg|data_video/review/archive_candidate_frames/printer-014/sample_02.jpg|data_video/review/archive_candidate_frames/printer-014/sample_03.jpg|data_video/review/archive_candidate_frames/printer-014/sample_04.jpg|data_video/review/archive_candidate_frames/printer-014/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
printer-017,full_positive_review,Printer,Printer,Step by Step Guide to Fix Paper Jam in Printer,Internet Archive,https://archive.org/details/fix-paper-jam-in-printer,Archive contributor,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,troubleshooting,yes,"Frames show steps to fix printer paper jams, including identifying causes, opening panels, cleaning rollers, reloading paper, and troubleshooting persistent issues.",,data_video/review/archive_candidate_frames/printer-017/sample_01.jpg|data_video/review/archive_candidate_frames/printer-017/sample_02.jpg|data_video/review/archive_candidate_frames/printer-017/sample_03.jpg|data_video/review/archive_candidate_frames/printer-017/sample_04.jpg|data_video/review/archive_candidate_frames/printer-017/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
printer-018,full_positive_review,Printer,Printer,Learn How To connect Printer To WiFi With Ease,Internet Archive,https://archive.org/details/learn-how-to-connect-printer-to-wifi-with-ease,Printer IT Support,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,setup,yes,"Frames show a printer being connected to WiFi, with steps like plugging in power, locating settings, and linking to a WiFi network. Specific printer models (HP 2600, HP 3755) are mentioned.",,data_video/review/archive_candidate_frames/printer-018/sample_01.jpg|data_video/review/archive_candidate_frames/printer-018/sample_02.jpg|data_video/review/archive_candidate_frames/printer-018/sample_03.jpg|data_video/review/archive_candidate_frames/printer-018/sample_04.jpg|data_video/review/archive_candidate_frames/printer-018/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
printer-019,full_positive_review,Printer,Printer,How to Download and Install a Printer Driver,Internet Archive,https://archive.org/details/youtube-Qmkg1tA0BBI,Samsung Tomorrow,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,setup,yes,"The video shows the installation process for a Samsung CLX-3170 printer, including saving the driver file, selecting a save location, and configuring wireless network settings.",,data_video/review/archive_candidate_frames/printer-019/sample_01.jpg|data_video/review/archive_candidate_frames/printer-019/sample_02.jpg|data_video/review/archive_candidate_frames/printer-019/sample_03.jpg|data_video/review/archive_candidate_frames/printer-019/sample_04.jpg|data_video/review/archive_candidate_frames/printer-019/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
printer-020,full_positive_review,Printer,Printer,How to Fix (Reset) Canon Printer Error Code 5B00,Internet Archive,https://archive.org/details/youtube-2wo_suktXOE,yelnats,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,troubleshooting,yes,"The video shows a printer control panel with buttons labeled 'Stop', 'Black', 'Start', and 'Color'. Text overlays instruct to press and hold the 'Stop' button, then press the 'Power' button, and to press 'Stop' five times continuously. The printer is shown resetting and printing a test page.",,data_video/review/archive_candidate_frames/printer-020/sample_01.jpg|data_video/review/archive_candidate_frames/printer-020/sample_02.jpg|data_video/review/archive_candidate_frames/printer-020/sample_03.jpg|data_video/review/archive_candidate_frames/printer-020/sample_04.jpg|data_video/review/archive_candidate_frames/printer-020/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
printer-021,full_positive_review,Printer,Printer,Canon Printer E03 OR P03 error problem solve 100 % || Canon Printer Paper Jam Error Problem fix,Internet Archive,https://archive.org/details/youtube-7_cXhCq-qeQ,Surajit Printer Point,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,maintenance,yes,"Frames show a hand loading paper into a printer, operating the printer's control panel, disassembling the printer to access internal gears and components, and holding a small mechanical part. This sequence indicates troubleshooting or maintenance of a printer, consistent with the expected class.",,data_video/review/archive_candidate_frames/printer-021/sample_01.jpg|data_video/review/archive_candidate_frames/printer-021/sample_02.jpg|data_video/review/archive_candidate_frames/printer-021/sample_03.jpg|data_video/review/archive_candidate_frames/printer-021/sample_04.jpg|data_video/review/archive_candidate_frames/printer-021/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
printer-023,full_positive_review,Printer,Printer,How To Install Hewlett Packard Printer Without CD,Internet Archive,https://archive.org/details/how-to-install-hewlett-packard-printer-without-cd,Archive contributor,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,setup,yes,"The webpage text explicitly discusses installing Hewlett Packard OfficeJet 4630 printer software without a CD, detailing steps like downloading, double-clicking to install, and connecting the printer to a wireless network. The video frame also shows a live stream with a tech support context.",,data_video/review/archive_candidate_frames/printer-023/sample_01.jpg|data_video/review/archive_candidate_frames/printer-023/sample_02.jpg|data_video/review/archive_candidate_frames/printer-023/sample_03.jpg|data_video/review/archive_candidate_frames/printer-023/sample_04.jpg|data_video/review/archive_candidate_frames/printer-023/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
printer-024,full_positive_review,Printer,Printer,How to Clean Epson Block Head on Epson L805/L800 Printer detail information,Internet Archive,https://archive.org/details/youtube-UEK4yY1NcEc,TECHNICAL JASIS,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,maintenance,yes,"A disassembled printer is on a workbench. A person wearing gloves is shown injecting liquid into a black printhead component, which is a maintenance step for a printer.",,data_video/review/archive_candidate_frames/printer-024/sample_01.jpg|data_video/review/archive_candidate_frames/printer-024/sample_02.jpg|data_video/review/archive_candidate_frames/printer-024/sample_03.jpg|data_video/review/archive_candidate_frames/printer-024/sample_04.jpg|data_video/review/archive_candidate_frames/printer-024/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
printer-025,full_positive_review,Printer,Printer,How To Resolve HP Printer Fuser Error,Internet Archive,https://archive.org/details/how-to-resolve-hp-printer-fuser-error,Archive contributor,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,troubleshooting,yes,"Frames show an HP printer with a test page, text explaining 'HP Printer Fuser Error' and 'Alignment Failed Error', and a customer service representative on a laptop, indicating troubleshooting steps for printer issues.",,data_video/review/archive_candidate_frames/printer-025/sample_01.jpg|data_video/review/archive_candidate_frames/printer-025/sample_02.jpg|data_video/review/archive_candidate_frames/printer-025/sample_03.jpg|data_video/review/archive_candidate_frames/printer-025/sample_04.jpg|data_video/review/archive_candidate_frames/printer-025/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
printer-026,full_positive_review,Printer,Printer,How to add a network printer in Windows 7,Internet Archive,https://archive.org/details/corccav-How_to_add_a_network_printer_in_Windows_7,ranchocucamonga,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,setup,yes,"The video frames show a Windows 7 'Devices and Printers' window where a user selects a network printer from a list and initiates its installation, which completes successfully, adding the printer to the list.",,data_video/review/archive_candidate_frames/printer-026/sample_01.jpg|data_video/review/archive_candidate_frames/printer-026/sample_02.jpg|data_video/review/archive_candidate_frames/printer-026/sample_03.jpg|data_video/review/archive_candidate_frames/printer-026/sample_04.jpg|data_video/review/archive_candidate_frames/printer-026/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
printer-027,full_positive_review,Printer,Printer,How to add a printer to a Mac,Internet Archive,https://archive.org/details/cwuwa-How_to_add_a_printer_to_a_Mac,Central Washington University,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,setup,yes,"The user is in the macOS 'Printers & Scanners' system preferences, adding a new printer by entering an address and selecting a protocol. The user then downloads and installs the printer driver from the Xerox website, indicating a setup procedure for a printer.",,data_video/review/archive_candidate_frames/printer-027/sample_01.jpg|data_video/review/archive_candidate_frames/printer-027/sample_02.jpg|data_video/review/archive_candidate_frames/printer-027/sample_03.jpg|data_video/review/archive_candidate_frames/printer-027/sample_04.jpg|data_video/review/archive_candidate_frames/printer-027/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
printer-028,full_positive_review,Printer,Printer,how to reset canon g2010 printer | Easy Without Programs!,Internet Archive,https://archive.org/details/youtube-ElnQiJlRYEI,SRC TECHNOLOGY- NEWS,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,troubleshooting,yes,"A Canon printer is shown with a hand pressing the 'Start' button on its control panel, which displays a number. The printer's brand and ink tank area are visible, indicating it is an inkjet model.",,data_video/review/archive_candidate_frames/printer-028/sample_01.jpg|data_video/review/archive_candidate_frames/printer-028/sample_02.jpg|data_video/review/archive_candidate_frames/printer-028/sample_03.jpg|data_video/review/archive_candidate_frames/printer-028/sample_04.jpg|data_video/review/archive_candidate_frames/printer-028/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
printer-029,full_positive_review,Printer,Printer,"How to Connect an HP Printer to a Wi-Fi Network with HP Smart – Windows 10, 11 | @HPSupport",Internet Archive,https://archive.org/details/youtube-tg2BHRfT2a4,HP Support,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,setup,yes,"Frames show an HP printer, its wireless setup screen, and the Windows 10 printer setup wizard, indicating a step-by-step process to connect the printer to Wi-Fi.",,data_video/review/archive_candidate_frames/printer-029/sample_01.jpg|data_video/review/archive_candidate_frames/printer-029/sample_02.jpg|data_video/review/archive_candidate_frames/printer-029/sample_03.jpg|data_video/review/archive_candidate_frames/printer-029/sample_04.jpg|data_video/review/archive_candidate_frames/printer-029/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
printer-030,full_positive_review,Printer,Printer,How to Scan Document or Photo from Canon G2010 Printer | Step by Step | Canon Pixma G2010 | In Hindi,Internet Archive,https://archive.org/details/youtube-10WLJY8r_Jc,SM Techno Hindi,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,operation,yes,"Frames show a Canon G2010 printer on a desk with a document being scanned. The user opens the 'Canon IJ Scan Utility' software, which is specifically for scanning documents and photos from this printer model. The utility window displays scan options like 'Auto', 'Document', 'Photo', etc., indicating an active scanning procedure.",,data_video/review/archive_candidate_frames/printer-030/sample_01.jpg|data_video/review/archive_candidate_frames/printer-030/sample_02.jpg|data_video/review/archive_candidate_frames/printer-030/sample_03.jpg|data_video/review/archive_candidate_frames/printer-030/sample_04.jpg|data_video/review/archive_candidate_frames/printer-030/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
printer-031,full_positive_review,Printer,Printer,How to Scan Document or Photo from Canon G2010 Printer | Canon G2010 Scan Kaise Kare,Internet Archive,https://archive.org/details/youtube-SG2999EuGoo,Tech SD Support,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,operation,yes,"Frames show a Canon G2010 printer being operated, including opening the scanner lid, pressing buttons, and using the 'Import Pictures and Videos' window to import scanned images.",,data_video/review/archive_candidate_frames/printer-031/sample_01.jpg|data_video/review/archive_candidate_frames/printer-031/sample_02.jpg|data_video/review/archive_candidate_frames/printer-031/sample_03.jpg|data_video/review/archive_candidate_frames/printer-031/sample_04.jpg|data_video/review/archive_candidate_frames/printer-031/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
