query_id,query_text,language,product_class,query_type,split,candidate_scene_id,record_id,scene_product_class,start_seconds,end_seconds,clip_path,thumbnail_path,scene_text,source_methods,method_ranks_json,method_scores_json,blind_order
VQ-001,空气炸锅怎样设置烹饪温度和时间？,zh-CN,Air Fryer,operation,development,airfryer-005-scene-0026,airfryer-005,Air Fryer,243.87,266.222,data_video/processed/airfryer-005/clips/airfryer-005-scene-0026.mp4,data_video/keyframes/airfryer-005/frame_000048.jpg,"ASR: Now, depending on your bacon, if it's really thick, you're going to want to probably cook it like you'll form it in like the basket and just put that by itself in the basket and cook it for a few minutes first, just because if it's really thick, 10 minutes is not long enough to cook it, cook it all the way. And any longer than 10 minutes is a little bit too long to cook the egg. OK, just keep that in mind. Just depends on the type of bacon that you're using. thing.
VLM: Visual summary: A man in a kitchen stands behind a counter with an air fryer and its basket, gesturing as if explaining or demonstrating the appliance.
视觉摘要: 一名男子站在厨房的台面后，面前放着一个空气炸锅及其炸篮，他正在做手势，似乎在讲解或演示该设备。
Visible product: Air Fryer
Visible components: air fryer; air fryer basket; refrigerator; white kitchen cabinets; glass jars; knife block; paper towel holder; sink; protein powder container; blue funnel
Visible actions: man gesturing with hands; man speaking",dense,"{""dense"": 14}","{""dense"": {""bm25_score"": 3.430295, ""dense_score"": 0.615049, ""effective_mode"": ""dense"", ""score"": 0.615049, ""visual_score"": null}}",11
VQ-001,空气炸锅怎样设置烹饪温度和时间？,zh-CN,Air Fryer,operation,development,airfryer-005-scene-0025,airfryer-005,Air Fryer,239.199,243.87,data_video/processed/airfryer-005/clips/airfryer-005-scene-0025.mp4,data_video/keyframes/airfryer-005/frame_000047.jpg,"ASR: oil. Now, depending on your bacon, if it's really thick, you're
VLM: Visual summary: Two pieces of bread with eggs and bacon are inside an air fryer basket.
视觉摘要: 两个夹有鸡蛋和培根的面包片放在空气炸锅篮子里。
Visible product: Air Fryer
Visible components: air fryer basket; bread; egg; bacon; pepper",bm25,"{""bm25"": 15}","{""bm25"": {""bm25_score"": 3.538382, ""dense_score"": null, ""effective_mode"": ""bm25"", ""score"": 3.538382, ""visual_score"": null}}",12
VQ-001,空气炸锅怎样设置烹饪温度和时间？,zh-CN,Air Fryer,operation,development,airfryer-017-scene-0022,airfryer-017,Air Fryer,164.264,172.005,data_video/processed/airfryer-017/clips/airfryer-017-scene-0022.mp4,data_video/keyframes/airfryer-017/frame_000032.jpg,"ASR: The major problem, as I found out a few months ago, was that one time the door fell open while I was cooking. So I'll be sure to tighten up the door during this process. process. First thing I'm going to do is remove these cooking trays. There we go. You can see my
OCR: 2 ESES
VLM: Visual summary: A hand opens the lid of a black and stainless steel air fryer sitting on a dark wooden table in a dining room.
视觉摘要: 一只手在餐厅的深色木桌上打开一个黑色和不锈钢空气炸锅的盖子。
Visible product: Air Fryer
Visible components: air fryer; stainless steel exterior; black lid; dark wooden table; chairs; window with blinds; wall decorations; stuffed animals; dollhouse
Visible actions: hand opening the air fryer lid
Visible states: air fryer lid open; air fryer interior visible",tri_hybrid|visual,"{""tri_hybrid"": 17, ""visual"": 13}","{""tri_hybrid"": {""bm25_score"": 3.46249, ""dense_score"": 0.567191, ""effective_mode"": ""tri_hybrid"", ""score"": 0.007037, ""visual_score"": 0.542844}, ""visual"": {""bm25_score"": 3.46249, ""dense_score"": null, ""effective_mode"": ""visual"", ""score"": 0.542844, ""visual_score"": 0.542844}}",13
VQ-001,空气炸锅怎样设置烹饪温度和时间？,zh-CN,Air Fryer,operation,development,airfryer-017-scene-0059,airfryer-017,Air Fryer,690.49,696.062,data_video/processed/airfryer-017/clips/airfryer-017-scene-0059.mp4,data_video/keyframes/airfryer-017/frame_000138.jpg,"ASR: what you can find on eBay. I found two replacements that I guess had been scavenged from other units that were sold in a lot on eBay. The one on the left you see is the larger of the two. I thought
OCR: FS Dud thermister +tive wome scrar I ditnit pw buek ind replaen the mister(3) neatng grate wonlert Fit afte I adjured meariy cknt t. acwOmlate A thermirtor Nov. 2022 2
VLM: Visual summary: A product listing for replacement thermistor temperature sensors for a Kalorik MAXX Air Fryer, priced at $19.95, with an image of the part and a 'Unit 8 Count' label appearing in one frame.
视觉摘要: 一个用于Kalorik MAXX空气炸锅的替换温度传感器（热敏电阻）的产品列表，价格为19.95美元，其中一帧显示了“8件装”的标签。
Visible product: Kalorik MAXX Air Fryer ~ REPLACEMENT PARTS ~ Thermistor - temperature sensors
Visible components: image of two metal thermistor sensors with wires; text label 'UNIT 8 COUNT'
Visual uncertainty: The 'UNIT 8 COUNT' label is only visible in the second frame, not the first.",bm25|hybrid,"{""bm25"": 6, ""hybrid"": 17}","{""bm25"": {""bm25_score"": 7.886807, ""dense_score"": null, ""effective_mode"": ""bm25"", ""score"": 7.886807, ""visual_score"": null}, ""hybrid"": {""bm25_score"": 7.886807, ""dense_score"": 0.522721, ""effective_mode"": ""hybrid"", ""score"": 0.007821, ""visual_score"": null}}",14
VQ-001,空气炸锅怎样设置烹饪温度和时间？,zh-CN,Air Fryer,operation,development,airfryer-017-scene-0061,airfryer-017,Air Fryer,705.038,724.891,data_video/processed/airfryer-017/clips/airfryer-017-scene-0061.mp4,data_video/keyframes/airfryer-017/frame_000141.jpg,"ASR: two sizes. That's the one that's currently in my air fryer. I'm going to go ahead and test this this other replacement one that I haven't used yet for continuity, just to see. And since I'm not seeing any continuity on this thermistor, I'm not sure that that's something I should be looking for. Last time I replaced the thermistor just because I thought it was something I should do, but now I'm realizing that maybe I didn't even have to at the time. So I'm just going to replace the fuse by itself first and see if that does the trick. This is where getting deeper into
OCR: TADIES 22 Frper Emeril Air parts USPS FIRST-CLASS PKG 2 Nov.22 F
VLM: Visual summary: A person is using a multimeter to test a small blue electrical component held in their hand, with the component connected to wires. The setup is on a wooden table with various items including a USPS package labeled 'Emeril Air Fryer parts' and a red Staples box.
视觉摘要: 一个人正用万用表测试手中拿着的一个小蓝色电气元件，该元件连接着电线。设置在一张木桌上，周围有各种物品，包括一个标有“Emeril Air Fryer parts”的USPS包裹和一个红色的Staples盒子。
Visible product: Air Fryer
Visible components: multimeter; blue electrical component; wires; USPS package; Staples box; wooden table
Visible actions: person holding component; person using multimeter probes",bm25|hybrid,"{""bm25"": 7, ""hybrid"": 18}","{""bm25"": {""bm25_score"": 6.864419, ""dense_score"": null, ""effective_mode"": ""bm25"", ""score"": 6.864419, ""visual_score"": null}, ""hybrid"": {""bm25_score"": 6.864419, ""dense_score"": 0.5255, ""effective_mode"": ""hybrid"", ""score"": 0.007789, ""visual_score"": null}}",15
VQ-001,空气炸锅怎样设置烹饪温度和时间？,zh-CN,Air Fryer,operation,development,airfryer-032-scene-0040,airfryer-032,Air Fryer,179.167,182.167,data_video/processed/airfryer-032/clips/airfryer-032-scene-0040.mp4,data_video/keyframes/airfryer-032/frame_000035.jpg,"ASR: to ten minutes at 400 degrees. You might have to do this a few times before the smell goes away. If the smell is too bothersome, you can set it outside in a safe spot and run it out there for
VLM: Visual summary: A hand opens the drawer of a black air fryer, revealing a small bowl inside the basket.
视觉摘要: 一只手打开黑色空气炸锅的抽屉，露出篮子内的一只小碗。
Visible product: Air Fryer
Visible components: black air fryer; air fryer basket; air fryer drawer handle; small bowl; green bottle; marble countertop
Visible actions: hand pulling open drawer
Visible states: drawer open; basket revealed",dense|hybrid,"{""dense"": 13, ""hybrid"": 14}","{""dense"": {""bm25_score"": 3.491036, ""dense_score"": 0.618381, ""effective_mode"": ""dense"", ""score"": 0.618381, ""visual_score"": null}, ""hybrid"": {""bm25_score"": 3.491036, ""dense_score"": 0.618381, ""effective_mode"": ""hybrid"", ""score"": 0.009207, ""visual_score"": null}}",16
VQ-001,空气炸锅怎样设置烹饪温度和时间？,zh-CN,Air Fryer,operation,development,airfryer-005-scene-0027,airfryer-005,Air Fryer,266.222,270.142,data_video/processed/airfryer-005/clips/airfryer-005-scene-0027.mp4,data_video/keyframes/airfryer-005/frame_000053.jpg,"ASR: thing. And that is just awesome. And now I'm going to just grab this.
VLM: Visual summary: Two pieces of bread with eggs and bacon are placed inside an air fryer basket.
视觉摘要: 两个放有鸡蛋和培根的面包片放在空气炸锅篮子里。
Visible product: Air Fryer
Visible components: air fryer basket; bread; egg; bacon; seasoning
Visible actions: hand holding air fryer handle",tri_hybrid|visual,"{""tri_hybrid"": 12, ""visual"": 14}","{""tri_hybrid"": {""bm25_score"": 3.528924, ""dense_score"": 0.568277, ""effective_mode"": ""tri_hybrid"", ""score"": 0.009279, ""visual_score"": 0.541412}, ""visual"": {""bm25_score"": 3.528924, ""dense_score"": null, ""effective_mode"": ""visual"", ""score"": 0.541412, ""visual_score"": 0.541412}}",17
VQ-001,空气炸锅怎样设置烹饪温度和时间？,zh-CN,Air Fryer,operation,development,airfryer-006-scene-0001,airfryer-006,Air Fryer,0.0,4.538,data_video/processed/airfryer-006/clips/airfryer-006-scene-0001.mp4,data_video/keyframes/airfryer-006/frame_000000.jpg,"ASR: Hi, good morning, America. It's Babs making air fryer Oreos. Step one, crescent rolls.
OCR: GMA making Air Fryer Oreos!
VLM: Visual summary: A woman in a pink shirt is speaking to the camera in a kitchen setting, introducing herself as 'Babs' and mentioning she is making 'Air Fryer Oreos'.
视觉摘要: 一位穿着粉色衬衫的女士在厨房环境中对着镜头讲话，介绍自己为“Babs”，并提到她正在制作“空气炸锅奥利奥”。
Visible product: Air Fryer
Visible components: woman; pink shirt; glasses; kitchen counter; stacked plates; wooden shelf; GMA logo
Visible actions: speaking; looking at camera",bm25,"{""bm25"": 19}","{""bm25"": {""bm25_score"": 3.491036, ""dense_score"": null, ""effective_mode"": ""bm25"", ""score"": 3.491036, ""visual_score"": null}}",18
VQ-001,空气炸锅怎样设置烹饪温度和时间？,zh-CN,Air Fryer,operation,development,airfryer-033-scene-0157,airfryer-033,Air Fryer,1391.658,1408.108,data_video/processed/airfryer-033/clips/airfryer-033-scene-0157.mp4,data_video/keyframes/airfryer-033/frame_000278.jpg,"ASR: Cheguei, de banhozinho tomado
OCR: PHILIPS WALITA D K
VLM: Visual summary: A black air fryer with a digital display is shown, with the temperature and timer settings changing on the screen.
视觉摘要: 一台黑色空气炸锅，其数字显示屏上的温度和计时器设置正在变化。
Visible product: Air Fryer
Visible components: digital display; temperature control buttons; timer control buttons; power button; brand name 'PHILIPS WALITA'; air fryer basket; control panel; power cord
Visible actions: temperature setting changing; timer setting changing
Visible states: display showing '200°'; display showing '5'; display showing '0'",bm25|dense|hybrid|tri_hybrid,"{""bm25"": 1, ""dense"": 4, ""hybrid"": 1, ""tri_hybrid"": 4}","{""bm25"": {""bm25_score"": 21.329765, ""dense_score"": null, ""effective_mode"": ""bm25"", ""score"": 21.329765, ""visual_score"": null}, ""dense"": {""bm25_score"": 21.329765, ""dense_score"": 0.685704, ""effective_mode"": ""dense"", ""score"": 0.685704, ""visual_score"": null}, ""hybrid"": {""bm25_score"": 21.329765, ""dense_score"": 0.685704, ""effective_mode"": ""hybrid"", ""score"": 0.015971, ""visual_score"": null}, ""tri_hybrid"": {""bm25_score"": 21.329765, ""dense_score"": 0.685704, ""effective_mode"": ""tri_hybrid"", ""score"": 0.014604, ""visual_score"": 0.574964}}",19
VQ-001,空气炸锅怎样设置烹饪温度和时间？,zh-CN,Air Fryer,operation,development,airfryer-029-scene-0008,airfryer-029,Air Fryer,38.0,43.92,data_video/processed/airfryer-029/clips/airfryer-029-scene-0008.mp4,data_video/keyframes/airfryer-029/frame_000007.jpg,"ASR: air fryer also. With Philips air fryer unique rapid air technology you can fry
OCR: PHILIPS
VLM: Visual summary: A close-up of a black Philips air fryer with its control dial and a partially visible basket.
视觉摘要: 一台黑色飞利浦空气炸锅的特写，显示其控制旋钮和部分可见的炸篮。
Visible product: Air Fryer
Visible components: Philips brand logo; control dial; air fryer basket; temperature and time settings label
Visible states: air fryer basket partially open",visual,"{""visual"": 9}","{""visual"": {""bm25_score"": 3.514476, ""dense_score"": null, ""effective_mode"": ""visual"", ""score"": 0.604053, ""visual_score"": 0.604053}}",20
