query_id,query_text,language,product_class,query_type,split,candidate_scene_id,record_id,scene_start_time,scene_end_time,relevance_grade,relevant_start_time,relevant_end_time,source_leakage,evidence_notes,correction_reason,reviewer_id,review_status,reviewed_at
VQ-001,空气炸锅怎样设置烹饪温度和时间？,zh-CN,Air Fryer,operation,development,airfryer-006-scene-0006,airfryer-006,19.92,24.358,1,,,no,第1帧 t=19.9s 炸篮中已有面团，第3-5帧 t=21.7s-23.5s 显示用夹子翻动食物，但全程未出现温度或时间设置界面/操作。,,R1,completed,2026-07-28T01:18:39+08:00
VQ-001,空气炸锅怎样设置烹饪温度和时间？,zh-CN,Air Fryer,operation,development,airfryer-011-scene-0001,airfryer-011,0.0,107.95,3,47.0,65.0,no,画面显示烤制奶酪三明治的流程，64.7s帧将三明治放入空气炸锅；ASR 中明确提到'cook for four minutes... cook for another three minutes'，语音直接给出了烹饪时间，能回答问题。,复核扩展时间区间至 47-65s，以覆盖证据中 64.7s 将三明治放入空气炸锅的关键帧（原 47-51s 范围偏窄，未含该帧）。,R1,completed,2026-07-28T13:42:36+08:00
VQ-001,空气炸锅怎样设置烹饪温度和时间？,zh-CN,Air Fryer,operation,development,airfryer-017-scene-0022,airfryer-017,164.264,172.005,0,,,no,画面仅展示打开空气炸锅盖并取出烤盘，未出现温度/时间设置界面或操作。,,R1,completed,2026-07-27T22:12:04+08:00
VQ-001,空气炸锅怎样设置烹饪温度和时间？,zh-CN,Air Fryer,operation,development,airfryer-017-scene-0059,airfryer-017,690.49,696.062,0,,,no,画面为 eBay 商品列表页（温度传感器替换件），非操作教学。,,R1,completed,2026-07-27T22:12:04+08:00
VQ-001,空气炸锅怎样设置烹饪温度和时间？,zh-CN,Air Fryer,operation,development,airfryer-017-scene-0061,airfryer-017,705.038,724.891,0,,,no,画面为用万用表检测温度保险丝/热敏电阻，未涉及温度或时间设置。,,R1,completed,2026-07-27T22:12:04+08:00
VQ-001,空气炸锅怎样设置烹饪温度和时间？,zh-CN,Air Fryer,operation,development,airfryer-017-scene-0101,airfryer-017,1370.736,1398.664,0,,,no,画面为拆解中的空气炸锅内部线路与控制板，与设置温度/时间无关。,,R1,completed,2026-07-27T22:01:40+08:00
VQ-001,空气炸锅怎样设置烹饪温度和时间？,zh-CN,Air Fryer,operation,development,airfryer-017-scene-0112,airfryer-017,1506.839,1523.722,1,,,no,画面显示空气炸锅显示屏为OFF，未展示温度/时间设置。,,R1,completed,2026-07-27T22:20:03+08:00
VQ-001,空气炸锅怎样设置烹饪温度和时间？,zh-CN,Air Fryer,operation,development,airfryer-024-scene-0009,airfryer-024,36.536,40.974,2,36.536,40.974,no,数字屏显示375°F及PREHEAT FUNCTION，展示了温度设置，但未明确展示时间设置。,,R1,completed,2026-07-27T22:17:08+08:00
VQ-001,空气炸锅怎样设置烹饪温度和时间？,zh-CN,Air Fryer,operation,development,airfryer-024-scene-0020,airfryer-024,85.852,93.56,3,86.0,93.56,no,画面显示手指拨动/按压空气炸锅温度旋钮与数字面板，OCR可见380F/375F及PRECISE Temperature Control，ASR说明100-400度5度递增的精确温控，可直接回答温度设置。,时间按实际证据片段重定位,R1,completed,2026-07-27T22:10:25+08:00
VQ-001,空气炸锅怎样设置烹饪温度和时间？,zh-CN,Air Fryer,operation,development,airfryer-024-scene-0021,airfryer-024,93.56,99.8,2,93.56,99.8,no,六帧清晰展示手指操作Nuwave空气炸锅数字触摸屏，屏幕温度在100°F→125°F→155°F→215°F之间变化，叠加'Temperature Range 100°-400° In 5° Increments'与'DIGITAL Touch Screen'字幕；但仅演示温度调节流程，未演示时间/定时设置步骤。,第三轮双复核一致修正：R1=3→独立=2：query问'温度与时间'两步，画面只回答温度设置未演示时间设置，无法构成完整回答；时间区间一致。,R1,completed,2026-07-28T20:35:21+08:00
VQ-001,空气炸锅怎样设置烹饪温度和时间？,zh-CN,Air Fryer,operation,development,airfryer-024-scene-0025,airfryer-024,109.109,112.846,1,,,no,所有帧均显示'Brio Time Lapse Roasted Vegetables 20 minutes'文字及烤好的蔬菜，未出现温度设置或时间调节操作。,,R1,completed,2026-07-28T01:18:39+08:00
VQ-001,空气炸锅怎样设置烹饪温度和时间？,zh-CN,Air Fryer,operation,development,airfryer-026-scene-0001,airfryer-026,0.0,213.46,1,,,no,联系表第3帧 t=85.4s 仅见人物在空气炸锅旁，第4帧 t=128.1s 展示将食物放入炸篮，但所有帧均未展示温度/时间设置操作或界面。,AI等级为2，但联系表未出现设置温度/时间的画面，提供的ASR文本也未完整展示具体设置内容，不能评为2。,R1,completed,2026-07-28T01:18:39+08:00
VQ-001,空气炸锅怎样设置烹饪温度和时间？,zh-CN,Air Fryer,operation,development,airfryer-027-scene-0001,airfryer-027,0.0,7.508,0,,,no,"0-80%帧仅显示标题字幕'Air Fryer vs. Baked Buffalo Wings?'；100%帧（t=7.5s）显示烤盘上的生鸡翅文字'First, oven cooked wings'，画面无空气炸锅操作内容。",,R1,completed,2026-07-28T01:18:39+08:00
VQ-001,空气炸锅怎样设置烹饪温度和时间？,zh-CN,Air Fryer,operation,development,airfryer-027-scene-0002,airfryer-027,7.508,283.4,2,110.0,130.0,no,长视频主要是烤箱烤鸡翅流程，但 117.9s 帧可见空气炸锅显示屏'1934'，说明设备在运行并设有温度时间，但未明确解释如何设置，只能部分回答。,时间按画面中可见的空气炸锅显示区收窄至 t≈110-130s。,R1,completed,2026-07-27T22:01:40+08:00
VQ-001,空气炸锅怎样设置烹饪温度和时间？,zh-CN,Air Fryer,operation,development,airfryer-029-scene-0008,airfryer-029,38.0,43.92,1,,,no,画面展示飞利浦空气炸锅的控制旋钮与温度/时间刻度，但未演示实际调节动作。,,R1,completed,2026-07-27T22:14:31+08:00
VQ-001,空气炸锅怎样设置烹饪温度和时间？,zh-CN,Air Fryer,operation,development,airfryer-029-scene-0045,airfryer-029,272.4,276.6,3,272.4,276.6,no,画面中手指正在调节飞利浦空气炸锅的温度/时间旋钮，ASR明确说明预热200°C约5分钟，直接展示设置过程。,AI=2→R1=3,R1,completed,2026-07-27T22:23:08+08:00
VQ-001,空气炸锅怎样设置烹饪温度和时间？,zh-CN,Air Fryer,operation,development,airfryer-029-scene-0055,airfryer-029,324.32,326.44,3,324.32,326.44,no,画面中清晰展示手指旋转飞利浦空气炸锅的温度/时间旋钮，并可见烹饪指南图标（含温度、时间、食材图标），直接演示了如何设置温度和时间。,AI预标2级，但画面直接展示旋钮设置动作，能直接回答问题，修正为3级。,R1,completed,2026-07-27T22:01:40+08:00
VQ-001,空气炸锅怎样设置烹饪温度和时间？,zh-CN,Air Fryer,operation,development,airfryer-029-scene-0066,airfryer-029,403.92,405.96,2,403.92,405.96,no,画面为飞利浦空气炸锅顶部特写，可见温度/时间机械旋钮及刻度（约404.3s），直接展示了设置温度/时间的控制部件，但未演示具体调节过程，属于部分回答。,,R1,completed,2026-07-27T22:01:34+08:00
VQ-001,空气炸锅怎样设置烹饪温度和时间？,zh-CN,Air Fryer,operation,development,airfryer-032-scene-0006,airfryer-032,14.767,16.767,1,,,no,画面展示打开机体露出加热元件，但未展示控制面板或温度/时间设置。,,R1,completed,2026-07-27T22:17:08+08:00
VQ-001,空气炸锅怎样设置烹饪温度和时间？,zh-CN,Air Fryer,operation,development,airfryer-032-scene-0039,airfryer-032,176.367,179.167,3,177.5,178.6,no,第3-5帧（t=177.5s-178.6s）COSORI空气炸锅显示屏清晰显示'400°F'与数字'5'，且ASR同步说明'run it for five to ten minutes at 400 degrees'，直接回答温度与时间设置。,时间按实际证据片段重定位,R1,completed,2026-07-28T01:18:39+08:00
VQ-001,空气炸锅怎样设置烹饪温度和时间？,zh-CN,Air Fryer,operation,development,airfryer-032-scene-0040,airfryer-032,179.167,182.167,1,,,no,ASR提到400度10分钟，但画面仅展示拉开抽屉，未展示设置温度/时间的操作。,,R1,completed,2026-07-27T22:12:04+08:00
VQ-001,空气炸锅怎样设置烹饪温度和时间？,zh-CN,Air Fryer,operation,development,airfryer-032-scene-0113,airfryer-032,522.967,525.6,1,,,no,所有6帧（t=523.0s-525.6s）显示手持有空炸篮站在空气炸锅旁，但控制面板/温度/时间数字均不可见，ASR仅涉及通风口和干燥过夜。,,R1,completed,2026-07-28T01:18:39+08:00
VQ-001,空气炸锅怎样设置烹饪温度和时间？,zh-CN,Air Fryer,operation,development,airfryer-033-scene-0034,airfryer-033,251.818,257.024,2,251.818,257.024,no,画面展示拆机后的空气炸锅显示屏显示200°，但未展示设置过程。,,R1,completed,2026-07-27T22:23:08+08:00
VQ-001,空气炸锅怎样设置烹饪温度和时间？,zh-CN,Air Fryer,operation,development,airfryer-033-scene-0149,airfryer-033,1314.581,1319.119,2,1314.6,1319.119,no,第1-6帧（t=1314.6s-1319.2s）黑色WALITA空气炸锅控制面板显示'200°C'及温度图标，但无时间数字可见也未演示设置过程；ASR仅说打开抽屉放土豆。,AI=3→R1=2：仅显示温度结果'200°C'且无时间、无线下设置步骤，无法直接回答'如何设置温度和时间'，故判为部分。,R1,completed,2026-07-28T01:18:39+08:00
VQ-001,空气炸锅怎样设置烹饪温度和时间？,zh-CN,Air Fryer,operation,development,airfryer-033-scene-0152,airfryer-033,1338.539,1375.409,2,1345.9,1368.0,no,第2-5帧（t=1345.9s-1368.0s）显示手按压WALITA空气炸锅触摸按钮，ASR明确说'Aqui é 9 minutos'、'Vou botar 12 minutos'涉及时间设置，但未见温度设置演示。,AI时间1338.539-1375.409→R1时间1345.9s-1368.0s（按接触表帧标签），AI=X范围过大。,R1,completed,2026-07-28T01:18:39+08:00
VQ-001,空气炸锅怎样设置烹饪温度和时间？,zh-CN,Air Fryer,operation,development,airfryer-033-scene-0157,airfryer-033,1391.658,1408.108,2,1391.7,1408.1,no,6帧中飞利浦空气炸锅数字显示屏持续可见并显示变化数字，但未清晰呈现手指按压温度/时间按键的设置动作。,第三轮双复核一致修正：R1=3→indep=2：画面仅展示数字屏上的设置结果/倒计时，未完整演示“如何设置”温度与时间的按键操作。,R1,completed,2026-07-28T20:35:21+08:00
VQ-001,空气炸锅怎样设置烹饪温度和时间？,zh-CN,Air Fryer,operation,development,pressure-006-scene-0005,pressure-006,15.083,17.625,1,,,no,画面展示空气炸锅触控/LCD面板与'880'显示，但未出现设置温度、时间的具体操作或数值，无法回答如何设置。,,R1,completed,2026-07-27T22:01:34+08:00
VQ-001,空气炸锅怎样设置烹饪温度和时间？,zh-CN,Air Fryer,operation,development,pressure-006-scene-0009,pressure-006,26.042,29.458,1,,,no,画面展示手指触碰控制面板，但未显示具体温度/时间数值。,,R1,completed,2026-07-27T22:23:08+08:00
VQ-001,空气炸锅怎样设置烹饪温度和时间？,zh-CN,Air Fryer,operation,development,pressure-006-scene-0010,pressure-006,29.458,34.083,1,,,no,画面展示食物在空炸锅内烹饪，叠加“360 air cooking”等文字，但未展示具体温度/时间设置。,,R1,completed,2026-07-27T22:17:08+08:00
VQ-002,How should food be loaded into an air-fryer basket?,en,Air Fryer,operation,development,airfryer-002-scene-0008,airfryer-002,191.625,241.808,1,,,no,全部6帧（t=191.6s–241.8s）均为男子在台面上制作饼干（持饼、涂蛋液等），空气炸锅仅在背景中出现，全程无炸篮装载动作。,时间按实际证据片段重定位 | 第三轮双复核一致修正：等级不一致：R1=2→独立=1。该场景无任何食物装入炸篮的画面，仅产品出现在背景中。,R1,completed,2026-07-28T20:35:21+08:00
VQ-002,How should food be loaded into an air-fryer basket?,en,Air Fryer,operation,development,airfryer-002-scene-0009,airfryer-002,241.808,257.424,3,244.9,257.424,no,第2-6帧（t=244.9s-257.5s）清晰显示人手从纸盒取出圆形饼放入空气炸篮，且ASR明确说明'place our cookies in the basket seam side down'，直接给出装入方法。,AI=2→R1=3：ASR明确告知'接缝面朝下'的装载方式且画面持续演示装入动作，已能完整回答'如何装入空气炸篮'。,R1,completed,2026-07-28T01:18:39+08:00
VQ-002,How should food be loaded into an air-fryer basket?,en,Air Fryer,operation,development,airfryer-002-scene-0010,airfryer-002,257.424,283.851,1,,,no,ASR说明将饼干放入炸篮的方向，但画面未完整展示放入动作。,,R1,completed,2026-07-27T22:20:03+08:00
VQ-002,How should food be loaded into an air-fryer basket?,en,Air Fryer,operation,development,airfryer-005-scene-0010,airfryer-005,108.674,119.766,3,108.7,119.766,no,"From t=108.7s to t=119.8s, the person places slices of bread directly into the air fryer basket while saying 'put them right in there'.","Visual and speech directly demonstrate loading bread into the basket, so grade 3 is more accurate than grade 2.",R1,completed,2026-07-28T01:18:39+08:00
VQ-002,How should food be loaded into an air-fryer basket?,en,Air Fryer,operation,development,airfryer-005-scene-0015,airfryer-005,162.344,172.394,3,162.344,172.394,no,"Frames show a man in a kitchen pouring liquid from a glass directly into the center of the air fryer basket (visible at t=162.3s, t=164.4s, t=172.4s) and holding a raw egg above the basket ready to crack it in (t=168.4s); ASR confirms 'pour it right there in the middle' of the basket.","Upgrade from 2 to 3: the scene directly demonstrates loading food (liquid + egg) into the air fryer basket with explicit placement guidance ('right there in the middle'), which is a complete visual answer to the query.",R1,completed,2026-07-28T01:18:39+08:00
VQ-002,How should food be loaded into an air-fryer basket?,en,Air Fryer,operation,development,airfryer-005-scene-0021,airfryer-005,202.502,207.465,2,202.502,207.465,no,画面全程为将已盛放食物的炸篮推入空气炸锅机身，展示的是炸篮入机动作，未展示食物如何摆入炸篮内部（无分层、朝向或装载技巧），属于相邻步骤。,,R1,completed,2026-07-27T22:01:34+08:00
VQ-002,How should food be loaded into an air-fryer basket?,en,Air Fryer,operation,development,airfryer-005-scene-0031,airfryer-005,280.4,283.653,1,,,no,"At t=280.4s, the video shows a hand placing food onto a white plate next to an open air fryer basket, not into the basket.","Scene clearly shows the air fryer product and basket, so it is same-product rather than unrelated.",R1,completed,2026-07-28T01:18:39+08:00
VQ-002,How should food be loaded into an air-fryer basket?,en,Air Fryer,operation,development,airfryer-005-scene-0039,airfryer-005,338.741,352.002,0,,,no,All frames show toast with egg and bacon being cut on a plate; no air fryer or loading action is visible.,,R1,completed,2026-07-28T01:18:39+08:00
VQ-002,How should food be loaded into an air-fryer basket?,en,Air Fryer,operation,development,airfryer-006-scene-0004,airfryer-006,10.878,16.817,0,,,no,"All six frames show hands wrapping Oreo cookies in crescent roll dough on a wooden cutting board; no air fryer device is visible in any frame, and no basket-loading action occurs.",,R1,completed,2026-07-28T01:18:39+08:00
VQ-002,How should food be loaded into an air-fryer basket?,en,Air Fryer,operation,development,airfryer-006-scene-0005,airfryer-006,16.817,19.92,1,,,no,画面仅展示温度设置与文字说明，未展示放入食物动作。,,R1,completed,2026-07-27T22:20:03+08:00
VQ-002,How should food be loaded into an air-fryer basket?,en,Air Fryer,operation,development,airfryer-006-scene-0006,airfryer-006,19.92,24.358,1,,,no,第1帧 t=19.9s 炸篮中已有食物，第3-5帧 t=21.7s-23.5s 仅在翻动食物，未见放入炸篮的动作。,AI等级为2，但画面展示的是翻动已放入炸篮的食物，并未展示如何将食物放入炸篮，不能部分回答加载问题。,R1,completed,2026-07-28T01:18:39+08:00
VQ-002,How should food be loaded into an air-fryer basket?,en,Air Fryer,operation,development,airfryer-011-scene-0001,airfryer-011,0.0,107.95,1,,,no,画面64.7s帧展示将三明治放入空气炸锅，但这是将食物放入机身而非演示如何装入炸篮内部（无分层、朝向说明），无法直接回答。,,R1,completed,2026-07-27T22:01:34+08:00
VQ-002,How should food be loaded into an air-fryer basket?,en,Air Fryer,operation,development,airfryer-017-scene-0015,airfryer-017,125.025,133.433,0,,,no,"A man sits at a table next to a stainless steel air fryer with a handwritten note reading 'Out of Order Again!' taped to it; ASR discusses reassembling screws after prior repair. The appliance is broken and the topic is repair, not food loading.",,R1,completed,2026-07-28T01:18:39+08:00
VQ-002,How should food be loaded into an air-fryer basket?,en,Air Fryer,operation,development,airfryer-017-scene-0019,airfryer-017,149.049,156.757,0,,,no,"The frames show the air fryer drawer being handled, not food being loaded into the basket.",,R1,completed,2026-07-28T01:18:39+08:00
VQ-002,How should food be loaded into an air-fryer basket?,en,Air Fryer,operation,development,airfryer-017-scene-0022,airfryer-017,164.264,172.005,1,,,no,画面展示打开盖子与取出烤盘，但未展示往炸篮中放入食物的动作。,,R1,completed,2026-07-27T22:12:04+08:00
VQ-002,How should food be loaded into an air-fryer basket?,en,Air Fryer,operation,development,airfryer-017-scene-0026,airfryer-017,230.697,236.403,1,,,no,"A person opens the door of a small black/silver air fryer toaster oven and reaches inside (t=231.8s–t=233.0s), then begins tilting the unit upside down (t=234.1s–t=236.4s); ASR states 'turn the unit upside down so that I can work on the bottom.' The product is correct and door interaction is shown, but the context is repair/disassembly, not food loading.",,R1,completed,2026-07-28T01:18:39+08:00
VQ-002,How should food be loaded into an air-fryer basket?,en,Air Fryer,operation,development,airfryer-017-scene-0067,airfryer-017,840.273,881.147,0,,,no,"All six frames show hands using a screwdriver to disassemble a plastic electronic device casing, exposing internal wires and components; a 'Zen and the Art of Motorcycle Maintenance' book cover is visible at t=873.0s. This is electronics repair, completely unrelated to air fryers or food loading.",,R1,completed,2026-07-28T01:18:39+08:00
VQ-002,How should food be loaded into an air-fryer basket?,en,Air Fryer,operation,development,airfryer-024-scene-0003,airfryer-024,7.574,11.478,0,,,no,"Frames at 9.9s and 10.7s show chicken pieces frying in bubbling oil in a deep fryer basket, with no air fryer visible across the 7.6-11.5s window.",,R1,completed,2026-07-28T01:18:39+08:00
VQ-002,How should food be loaded into an air-fryer basket?,en,Air Fryer,operation,development,airfryer-024-scene-0005,airfryer-024,16.149,19.953,1,,,no,"At t=16.1s, only the closed exterior of a NuWave Brio air fryer is shown, with no basket loading demonstration.","The scene is a product showcase of the same air fryer, not unrelated content.",R1,completed,2026-07-28T01:18:39+08:00
VQ-002,How should food be loaded into an air-fryer basket?,en,Air Fryer,operation,development,airfryer-024-scene-0006,airfryer-024,19.953,22.689,1,,,no,"Frames t=20.0s-22.7s show cooked fries being poured out of the basket, not loaded into it.",,R1,completed,2026-07-28T01:18:39+08:00
VQ-002,How should food be loaded into an air-fryer basket?,en,Air Fryer,operation,development,airfryer-024-scene-0015,airfryer-024,70.137,73.974,1,,,no,"Frames t=70.1s-74.0s show cooked food being removed from the basket, not loaded into it.",,R1,completed,2026-07-28T01:18:39+08:00
VQ-002,How should food be loaded into an air-fryer basket?,en,Air Fryer,operation,development,airfryer-024-scene-0024,airfryer-024,106.773,109.109,1,,,no,"At t=108.2s, the basket already contains cooked golden-brown food and a hand is pulling the handle, not loading food.",,R1,completed,2026-07-28T01:18:39+08:00
VQ-002,How should food be loaded into an air-fryer basket?,en,Air Fryer,operation,development,airfryer-026-scene-0001,airfryer-026,0.0,213.46,2,128.1,170.7,no,第4帧 t=128.1s 清晰展示将食物放入空气炸锅炸篮，第5帧 t=170.7s 仍在烹饪过程中，可认为装载状态持续。,AI将时间标为112.0-120.0s，但联系表仅在128.1s清晰展示装载动作，故调整X/Y。,R1,completed,2026-07-28T01:18:39+08:00
VQ-002,How should food be loaded into an air-fryer basket?,en,Air Fryer,operation,development,airfryer-027-scene-0001,airfryer-027,0.0,7.508,0,,,no,画面仅是比较标题与烤鸡翅导引，无空气炸篮装载食物的操作内容。,,R1,completed,2026-07-28T01:18:39+08:00
VQ-002,How should food be loaded into an air-fryer basket?,en,Air Fryer,operation,development,airfryer-029-scene-0050,airfryer-029,307.84,311.96,3,307.84,311.96,no,第1-6帧 t=307.8s-312.0s 连续显示手将鸡块竖立摆放在炸篮中，ASR同步说明要竖立摆放。,AI等级为2，但画面与语音从首帧到末帧持续展示并说明竖立摆放鸡肉的装载方式，应评为3。,R1,completed,2026-07-28T01:18:39+08:00
VQ-002,How should food be loaded into an air-fryer basket?,en,Air Fryer,operation,development,airfryer-029-scene-0051,airfryer-029,311.96,313.96,3,312.0,313.96,no,Frames t=312.0s-314.0s show a hand placing seasoned chicken pieces into the air-fryer basket.,时间按实际证据片段重定位,R1,completed,2026-07-28T01:18:39+08:00
VQ-002,How should food be loaded into an air-fryer basket?,en,Air Fryer,operation,development,airfryer-029-scene-0052,airfryer-029,313.96,317.76,3,314.0,317.6,no,"From t=314.0s to t=317.6s, the chef places food pieces into the black air fryer basket while saying 'like this so they can get even heat'.","Visual and speech directly show loading food into the basket and arranging for even heat, warranting grade 3.",R1,completed,2026-07-28T01:18:39+08:00
VQ-002,How should food be loaded into an air-fryer basket?,en,Air Fryer,operation,development,airfryer-030-scene-0001,airfryer-030,0.0,1092.15,1,,,no,第2帧（t=218.4s）仅显示演讲者站在空气炸锅旁，第5帧（t=873.7s）显示用夹子从炸篮中取物，均未清晰呈现将食物放入炸篮的加载动作。,"Contact sheet samples the whole video sparsely; relevant visual evidence is at 218.4-873.7 s, not 600-630 s. | 第三轮双复核一致修正：R1=2→indep=1：稀疏采样帧中未见食物被放入炸篮的直接画面，仅有炸篮操作相邻片段；时间区间不再适用。",R1,completed,2026-07-28T20:35:21+08:00
VQ-002,How should food be loaded into an air-fryer basket?,en,Air Fryer,operation,development,airfryer-032-scene-0013,airfryer-032,47.6,49.6,0,,,no,"Frames t=47.6s-49.6s show only a dirty basket with grease residue, with no food-loading action.",,R1,completed,2026-07-28T01:18:39+08:00
VQ-002,How should food be loaded into an air-fryer basket?,en,Air Fryer,operation,development,airfryer-032-scene-0017,airfryer-032,62.567,65.333,1,,,no,"A hand pulls the air fryer basket open revealing food residue inside (t=63.1s–t=65.4s); the basket component is visible but no loading instruction or demonstration occurs — ASR references a 'pro tip before preheat' about leftover residue, not about loading food.",,R1,completed,2026-07-28T01:18:39+08:00
VQ-002,How should food be loaded into an air-fryer basket?,en,Air Fryer,operation,development,airfryer-032-scene-0036,airfryer-032,166.9,171.667,1,,,no,第1-6帧 t=166.9s-171.7s 显示将液体倒入小碗后把小碗放进炸篮，未见食物装载。,AI等级为2，但画面展示的是放入盛有液体的碗而非食物，不能回答如何装载食物。,R1,completed,2026-07-28T01:18:39+08:00
VQ-002,How should food be loaded into an air-fryer basket?,en,Air Fryer,operation,development,airfryer-032-scene-0038,airfryer-032,173.667,176.367,1,,,no,Frames at 173.7s-176.4s show a hand holding a glass bowl of liquid over the air fryer basket; food (not liquid) loading is not depicted.,,R1,completed,2026-07-28T01:18:39+08:00
VQ-002,How should food be loaded into an air-fryer basket?,en,Air Fryer,operation,development,airfryer-032-scene-0058,airfryer-032,267.2,269.833,1,,,no,Frames at 267.2s and 269.8s show an empty square air fryer basket being held; no food or placement action is captured.,,R1,completed,2026-07-28T01:18:39+08:00
VQ-002,How should food be loaded into an air-fryer basket?,en,Air Fryer,operation,development,airfryer-032-scene-0077,airfryer-032,364.033,376.0,1,,,no,"At t=364.0s, a hand is cleaning the basket grates with a cotton swab, not placing food inside.","Same air fryer basket is shown, but the action is cleaning rather than loading food.",R1,completed,2026-07-28T01:18:39+08:00
VQ-002,How should food be loaded into an air-fryer basket?,en,Air Fryer,operation,development,airfryer-032-scene-0082,airfryer-032,397.1,401.7,0,,,no,"Every frame shows a screwdriver unscrewing screws from a plastic air-fryer component, not food being loaded.",,R1,completed,2026-07-28T01:18:39+08:00
VQ-002,How should food be loaded into an air-fryer basket?,en,Air Fryer,operation,development,airfryer-032-scene-0113,airfryer-032,522.967,525.6,1,,,no,画面仅显示持有空炸篮，未展示任何向篮中装入食物的动作，ASR未提及装篮方法。,,R1,completed,2026-07-28T01:18:39+08:00
